date_time,record_id,open_issues,new_issues,closed_issues,avg_age_open_issues_hr,issue_comment_volume,open_prs,new_prs,merged_prs,avg_age_open_prs_hr,pr_comment_volume
2020-02-06 09:21:44,huggingface/transformers,126,53,56,1625.992393162393,333,126,23,18,1664.0245256410258,7
2020-02-13 09:21:44,huggingface/transformers,112,58,72,1793.992393162393,232,130,25,21,1779.1011733001658,84
2020-02-20 09:21:44,huggingface/transformers,106,49,55,1961.992393162393,273,144,37,23,1840.9077582159623,81
2020-02-21 09:21:44,huggingface/transformers,106,7,7,1985.992393162393,88,144,10,10,1826.69045210728,25
2020-02-22 09:21:44,huggingface/transformers,99,13,20,2009.992393162393,54,144,7,7,1825.654006046863,10
2020-02-23 09:21:44,huggingface/transformers,98,4,5,1888.983650793651,19,148,10,6,1824.895775540641,9
2020-02-24 09:21:44,huggingface/transformers,94,7,11,1912.983650793651,20,151,6,3,1824.5154488594555,6
2020-02-25 09:21:44,huggingface/transformers,86,8,16,1936.983650793651,83,147,8,12,1836.4735526315787,14
2020-02-26 09:21:44,huggingface/transformers,87,10,9,1831.338333333333,60,154,11,4,1779.3038417190774,18
2020-02-27 09:21:44,huggingface/transformers,85,13,15,1739.9615277777775,65,155,5,4,1803.303841719077,10
2020-02-28 09:21:44,huggingface/transformers,86,9,8,1763.9615277777775,44,159,8,4,1782.881290047717,6
2020-02-29 09:21:44,huggingface/transformers,88,5,3,1787.9615277777775,30,159,1,1,1806.881290047717,14
2020-03-01 09:21:44,huggingface/transformers,86,2,4,1811.9615277777773,17,159,0,0,1830.881290047717,0
2020-03-02 09:21:44,huggingface/transformers,88,6,4,1835.9615277777773,25,160,1,0,1854.881290047717,2
2020-03-03 09:21:44,huggingface/transformers,90,15,13,1751.0327777777777,54,158,6,8,1878.881290047717,24
2020-03-04 09:21:44,huggingface/transformers,84,5,11,1775.0327777777777,53,166,14,6,1879.967914141414,19
2020-03-05 09:21:44,huggingface/transformers,82,7,9,1799.0327777777777,66,163,7,10,1892.59906626506,10
2020-03-06 09:21:44,huggingface/transformers,84,11,9,1823.0327777777773,55,169,11,5,1893.952025462963,32
2020-03-07 09:21:44,huggingface/transformers,89,10,5,1847.0327777777773,54,162,4,11,1906.7383793556871,7
2020-03-08 09:21:44,huggingface/transformers,90,5,4,1871.0327777777773,27,162,0,0,1930.7383793556871,4
2020-03-09 09:21:44,huggingface/transformers,88,7,9,1895.0327777777777,23,164,3,1,1943.3685392156865,7
2020-03-10 09:21:44,huggingface/transformers,85,7,10,1919.0327777777777,71,169,11,6,1967.3685392156865,14
2020-03-11 09:21:44,huggingface/transformers,91,9,3,1943.0327777777773,36,177,12,4,1979.7799317738788,9
2020-03-12 09:21:44,huggingface/transformers,98,8,1,1967.0327777777773,41,177,13,13,1947.0268008207065,17
2020-03-19 09:21:44,huggingface/transformers,78,54,74,1926.0725438596487,258,189,46,34,2047.797776251526,135
2020-03-20 09:21:44,huggingface/transformers,66,2,14,1950.0725438596487,48,179,9,19,2060.495828779599,7
2020-03-21 09:21:44,huggingface/transformers,69,7,4,1974.0725438596487,31,178,3,4,2073.2375181159414,2
2020-03-22 09:21:44,huggingface/transformers,65,4,8,1998.0725438596487,13,182,4,0,2097.2375181159414,5
2020-03-23 09:21:44,huggingface/transformers,69,9,5,2022.0725438596487,24,185,3,0,2121.2375181159414,32
2020-03-24 09:21:44,huggingface/transformers,66,10,13,2046.0725438596487,50,190,11,6,2111.018674985145,14
2020-03-25 09:21:44,huggingface/transformers,60,8,14,2070.0725438596487,39,195,11,6,2123.7348729314417,25
2020-03-26 09:21:44,huggingface/transformers,59,11,12,1989.6854305555555,39,198,7,4,2136.417529394473,25
2020-03-27 09:21:44,huggingface/transformers,67,17,9,2013.6854305555555,44,196,13,15,2137.812761780104,23
2020-03-28 09:21:44,huggingface/transformers,63,11,15,2037.6854305555555,55,201,11,6,2128.6696191294386,12
2020-03-29 09:21:44,huggingface/transformers,65,7,5,2061.685430555556,40,207,6,0,2130.8312159863945,2
2020-03-30 09:21:44,huggingface/transformers,58,9,16,2085.685430555556,52,213,8,2,2133.185182379349,15
2020-03-31 09:21:44,huggingface/transformers,53,12,17,2109.685430555556,52,216,10,7,2157.185182379349,19
2020-04-07 09:21:44,huggingface/transformers,79,74,48,1985.847355072464,302,213,44,47,2154.8713681204567,71
2020-04-14 09:21:44,huggingface/transformers,90,75,64,2067.2936574074074,376,226,39,26,2224.053638392857,173
2020-04-21 09:21:44,huggingface/transformers,90,56,56,2235.293657407408,257,224,32,34,2323.2599915824912,165
2020-04-22 09:21:44,huggingface/transformers,97,14,7,2259.293657407408,50,225,4,3,2347.2599915824912,23
2020-04-29 09:21:44,huggingface/transformers,128,95,64,2242.89311965812,420,269,81,37,2293.4868821084865,73
2020-04-30 09:21:44,huggingface/transformers,127,14,15,2266.89311965812,42,268,1,2,2308.455133986928,5
2020-05-01 09:21:44,huggingface/transformers,125,5,7,2290.89311965812,52,260,3,11,2314.4318579766536,15
2020-05-02 09:21:44,huggingface/transformers,121,6,10,2314.89311965812,70,269,14,5,2285.4574292353186,19
2020-05-03 09:21:44,huggingface/transformers,121,8,8,2338.89311965812,41,270,9,8,2283.609569757728,64
2020-05-04 09:21:44,huggingface/transformers,123,11,9,2275.432582304527,52,272,4,2,2307.609569757728,17
2020-05-05 09:21:44,huggingface/transformers,119,4,8,2299.432582304527,34,271,1,2,2331.609569757728,31
2020-05-06 09:21:44,huggingface/transformers,123,15,11,2323.432582304527,51,278,9,2,2329.467189178026,14
2020-05-07 09:21:44,huggingface/transformers,125,8,6,2347.432582304527,61,278,11,11,2310.7926997161394,23
2020-05-08 09:21:44,huggingface/transformers,131,14,8,2371.432582304527,66,290,20,8,2277.023904705417,28
2020-05-09 09:21:44,huggingface/transformers,129,12,14,2395.432582304527,53,289,8,9,2284.8370524146053,28
2020-05-10 09:21:44,huggingface/transformers,134,10,5,2419.432582304527,16,294,5,0,2292.735081871345,15
2020-05-11 09:21:44,huggingface/transformers,134,9,9,2443.4325823045274,33,298,7,3,2292.753448109568,4
2020-05-12 09:21:44,huggingface/transformers,127,11,18,2467.4325823045274,110,298,18,18,2300.840083333333,27
2020-05-13 09:21:44,huggingface/transformers,127,15,15,2491.4325823045274,48,299,12,11,2308.935181697108,17
2020-05-14 09:21:44,huggingface/transformers,130,10,7,2515.4325823045274,58,301,9,7,2317.179467120181,22
2020-05-15 09:21:44,huggingface/transformers,131,17,16,2539.432582304527,55,301,9,9,2317.614809203142,30
2020-05-16 09:21:44,huggingface/transformers,136,16,11,2563.432582304527,42,301,4,4,2341.614809203142,3
2020-05-17 09:21:44,huggingface/transformers,132,3,7,2587.432582304527,32,306,6,1,2357.717091722596,4
2020-05-18 09:21:44,huggingface/transformers,141,13,4,2611.432582304527,44,316,10,0,2381.717091722596,8
2020-05-19 09:21:44,huggingface/transformers,134,10,17,2635.432582304527,100,304,10,22,2381.923649870801,17
2020-05-20 09:21:44,huggingface/transformers,141,11,4,2659.432582304527,74,314,18,8,2366.775344952796,8
2020-05-21 09:21:44,huggingface/transformers,140,11,12,2588.379632936508,56,308,5,11,2383.0076809627217,3
2020-05-22 09:21:44,huggingface/transformers,143,10,7,2522.9343965517246,65,313,8,3,2383.779313620072,1
2020-05-23 09:21:44,huggingface/transformers,140,12,15,2546.9343965517246,90,314,8,7,2400.111242408003,5
2020-05-24 09:21:44,huggingface/transformers,150,14,4,2570.9343965517246,49,319,6,1,2408.6761927582534,5
2020-05-25 09:21:44,huggingface/transformers,146,8,12,2508.6630277777786,92,326,7,0,2417.301333333333,11
2020-05-26 09:21:44,huggingface/transformers,144,12,14,2532.6630277777786,80,325,10,11,2425.92618384157,16
2020-05-27 09:21:44,huggingface/transformers,142,9,11,2556.6630277777786,81,323,10,12,2427.1214375000004,33
2020-05-28 09:21:44,huggingface/transformers,149,15,8,2580.6630277777786,77,329,17,11,2428.487309941521,38
2020-06-04 09:21:44,huggingface/transformers,115,67,101,2577.79859375,537,337,45,37,2493.524217771184,53
2020-06-05 09:21:44,huggingface/transformers,119,15,11,2601.79859375,122,334,9,12,2517.524217771184,38
2020-06-06 09:21:44,huggingface/transformers,119,12,12,2472.283366013072,87,338,19,15,2511.89664874552,16
2020-06-07 09:21:44,huggingface/transformers,117,4,6,2496.283366013072,35,345,7,0,2513.8650032299743,0
2020-06-08 09:21:44,huggingface/transformers,112,10,15,2520.283366013072,46,348,4,1,2530.552384057972,57
2020-06-09 09:21:44,huggingface/transformers,103,11,20,2471.5898492063493,71,345,7,10,2547.21840157354,33
2020-06-10 09:21:44,huggingface/transformers,94,13,22,2241.094957264957,139,357,19,7,2492.4736865857453,36
2020-06-11 09:21:44,huggingface/transformers,98,10,6,2055.082332041344,47,363,8,2,2495.638611111111,12
2020-06-12 09:21:44,huggingface/transformers,100,11,9,1987.0834629629635,81,370,13,6,2505.772378759976,48
2020-06-13 09:21:44,huggingface/transformers,106,14,8,1847.993452380952,56,371,5,4,2515.890802808303,14
2020-06-14 09:21:44,huggingface/transformers,106,3,3,1798.6143246187362,35,375,5,1,2526.0747078020645,20
2020-06-15 09:21:44,huggingface/transformers,112,13,7,1631.6819493177386,41,378,6,3,2529.4013151159293,8
2020-06-16 09:21:44,huggingface/transformers,116,23,19,1573.7462453703702,172,389,27,16,2512.779217037037,129
2020-06-17 09:21:44,huggingface/transformers,118,15,13,1522.4720590828922,96,388,9,10,2530.072544326241,36
2020-06-18 09:21:44,huggingface/transformers,116,13,15,1546.4720590828922,98,386,11,13,2540.620586419753,44
2020-06-19 09:21:44,huggingface/transformers,122,18,12,1570.4720590828922,99,392,16,10,2557.9023277631195,53
2020-06-20 09:21:44,huggingface/transformers,130,10,2,1594.4720590828922,65,396,11,7,2568.403330417031,23
2020-06-21 09:21:44,huggingface/transformers,125,4,9,1618.4720590828922,23,397,3,2,2592.403330417031,4
2020-06-22 09:21:44,huggingface/transformers,127,8,6,1617.0694878472225,46,397,4,4,2616.403330417031,8
2020-06-23 09:21:44,huggingface/transformers,120,16,23,1641.0694878472225,107,386,20,31,2626.6161908906297,54
2020-06-24 09:21:44,huggingface/transformers,124,12,8,1665.0694878472225,106,388,12,10,2636.902981240981,52
2020-06-25 09:21:44,huggingface/transformers,125,13,12,1689.0694878472225,94,386,20,22,2640.429270475372,24
2020-06-26 09:21:44,huggingface/transformers,128,23,20,1713.0694878472225,97,393,13,6,2637.376588010204,78
2020-06-27 09:21:44,huggingface/transformers,125,8,11,1737.0694878472225,99,400,19,12,2634.626334175084,30
2020-06-28 09:21:44,huggingface/transformers,127,9,7,1761.0694878472225,36,400,2,2,2645.289556811837,1
2020-06-29 09:21:44,huggingface/transformers,126,5,6,1785.0694878472225,50,400,8,8,2662.609244639376,23
2020-06-30 09:21:44,huggingface/transformers,131,18,13,1809.0694878472225,109,405,19,14,2673.2998344416733,55
2020-07-01 09:21:44,huggingface/transformers,136,14,9,1833.0694878472225,91,408,21,18,2677.3498342959297,65
2020-07-02 09:21:44,huggingface/transformers,140,20,16,1857.0694878472225,107,405,13,16,2701.3498342959297,21
2020-07-03 09:21:44,huggingface/transformers,143,17,14,1881.0694878472225,94,411,15,9,2705.363170898171,39
2020-07-04 09:21:44,huggingface/transformers,140,13,16,1876.0338247863249,62,411,7,7,2716.0758469165985,36
2020-07-05 09:21:44,huggingface/transformers,136,4,8,1900.0338247863249,25,415,4,0,2740.0758469165985,3
2020-07-06 09:21:44,huggingface/transformers,136,8,8,1924.0338247863249,44,422,7,0,2744.040749056095,27
2020-07-07 09:21:44,huggingface/transformers,141,22,17,1948.0338247863249,107,422,12,12,2748.156520080321,28
2020-07-08 09:21:44,huggingface/transformers,143,13,11,1972.0338247863249,119,413,11,20,2758.9423208100184,19
2020-07-09 09:21:44,huggingface/transformers,141,13,15,1996.0338247863249,63,419,14,8,2756.616575613618,19
2020-07-10 09:21:44,huggingface/transformers,146,17,12,1989.5212626262628,99,425,14,8,2774.0667324907845,19
2020-07-11 09:21:44,huggingface/transformers,152,14,8,2013.5212626262628,97,423,14,16,2778.4056411764705,12
2020-07-12 09:21:44,huggingface/transformers,152,5,5,2037.5212626262628,48,430,9,2,2776.419750712251,5
2020-07-13 09:21:44,huggingface/transformers,155,9,6,2061.521262626263,41,434,5,1,2787.4895159835005,3
2020-07-14 09:21:44,huggingface/transformers,158,19,16,2054.6824585406307,104,435,11,10,2792.133439580133,41
2020-07-15 09:21:44,huggingface/transformers,164,15,9,2078.6824585406307,113,437,12,10,2803.2907874617736,15
2020-07-16 09:21:44,huggingface/transformers,177,17,4,2102.6824585406307,86,446,17,8,2808.087386737535,38
2020-07-17 09:21:44,huggingface/transformers,182,13,8,2126.6824585406307,118,462,27,11,2781.6117636092467,47
2020-07-18 09:21:44,huggingface/transformers,170,12,24,2150.6824585406307,94,465,11,8,2780.843955407736,15
2020-07-19 09:21:44,huggingface/transformers,167,6,9,2142.788431372549,73,479,20,6,2798.6852144788595,7
2020-07-20 09:21:44,huggingface/transformers,164,11,14,2166.788431372549,34,480,4,3,2810.286835535976,5
2020-07-21 09:21:44,huggingface/transformers,169,12,7,2159.253937198068,77,483,15,12,2809.689679767104,20
2020-07-22 09:21:44,huggingface/transformers,183,19,5,2183.253937198068,85,477,14,20,2809.2567526455023,21
2020-07-23 09:21:44,huggingface/transformers,181,14,16,2207.253937198068,72,483,12,6,2809.0928916309017,19
2020-07-24 09:21:44,huggingface/transformers,177,10,14,2231.253937198068,102,485,11,9,2827.070832143708,12
2020-07-25 09:21:44,huggingface/transformers,164,4,17,2255.253937198068,44,487,12,10,2838.966827173656,13
2020-07-26 09:21:44,huggingface/transformers,161,3,6,2279.253937198068,42,494,7,0,2862.966827173656,8
2020-07-27 09:21:44,huggingface/transformers,168,12,5,2303.253937198068,45,493,4,5,2874.7781564048128,5
2020-07-28 09:21:44,huggingface/transformers,162,15,21,2294.138857142857,79,496,20,17,2880.523841420534,23
2020-07-29 09:21:44,huggingface/transformers,165,19,16,2318.138857142857,85,493,15,18,2898.4495269005847,36
2020-07-30 09:21:44,huggingface/transformers,161,17,21,2342.138857142857,69,496,11,8,2922.4495269005847,52
2020-07-31 09:21:44,huggingface/transformers,154,8,15,2333.049072769953,70,493,12,15,2921.9186546045,31
2020-08-01 09:21:44,huggingface/transformers,151,8,11,2357.049072769953,67,494,5,4,2939.801920717592,22
2020-08-02 09:21:44,huggingface/transformers,150,7,8,2381.049072769953,53,496,5,3,2951.582923005993,13
2020-08-03 09:21:44,huggingface/transformers,149,3,4,2405.049072769953,40,499,5,2,2975.582923005993,0
2020-08-04 09:21:44,huggingface/transformers,152,12,9,2429.049072769953,106,502,18,15,2981.148774914089,33
2020-08-05 09:21:44,huggingface/transformers,156,10,6,2453.049072769953,114,508,19,13,3005.148774914089,39
2020-08-06 09:21:44,huggingface/transformers,149,10,17,2477.049072769953,79,508,10,10,3010.623538251366,98
2020-08-07 09:21:44,huggingface/transformers,154,18,13,2501.049072769953,92,515,18,11,2997.9599032838505,29
2020-08-08 09:21:44,huggingface/transformers,151,11,14,2490.124895833333,60,510,13,18,3015.8740953984284,56
2020-08-09 09:21:44,huggingface/transformers,151,9,9,2479.748291476408,60,516,10,4,3027.6849077800134,28
2020-08-10 09:21:44,huggingface/transformers,150,7,8,2503.748291476408,51,519,6,3,3039.493799821866,15
2020-08-11 09:21:44,huggingface/transformers,159,13,4,2527.748291476408,90,526,21,14,3039.258635962005,56
2020-08-12 09:21:44,huggingface/transformers,151,10,18,2517.495093843844,109,517,13,22,3051.132574257426,49
2020-08-13 09:21:44,huggingface/transformers,159,12,4,2507.722966666667,80,516,12,13,3069.086009003074,27
2020-08-14 09:21:44,huggingface/transformers,161,12,10,2531.722966666667,65,512,9,13,3093.086009003074,61
2020-08-15 09:21:44,huggingface/transformers,164,11,8,2522.1319517543866,91,518,9,3,3117.086009003074,19
2020-08-16 09:21:44,huggingface/transformers,166,8,6,2546.1319517543866,32,526,9,1,3141.0860090030737,1
2020-08-17 09:21:44,huggingface/transformers,160,3,9,2570.1319517543866,37,529,14,11,3140.358515795207,7
2020-08-18 09:21:44,huggingface/transformers,172,19,7,2560.5705772005776,92,525,13,17,3152.0410319010416,25
2020-08-19 09:21:44,huggingface/transformers,178,13,7,2584.5705772005776,80,526,14,13,3163.755612840467,27
2020-08-20 09:21:44,huggingface/transformers,180,6,4,2543.05235583685,66,534,16,8,3157.1595354313854,16
2020-08-21 09:21:44,huggingface/transformers,187,14,7,2567.05235583685,71,530,8,12,3168.9671097248884,26
2020-08-22 09:21:44,huggingface/transformers,187,0,0,2591.05235583685,0,530,0,0,3192.9671097248884,0
2020-08-23 09:21:44,huggingface/transformers,187,0,0,2615.05235583685,0,530,0,0,3216.9671097248884,0
2020-08-24 09:21:44,huggingface/transformers,185,3,5,2639.05235583685,25,532,3,1,3234.7597796934865,11
2020-08-25 09:21:44,huggingface/transformers,192,13,6,2663.05235583685,72,536,21,17,3252.5396234331843,27
2020-08-26 09:21:44,huggingface/transformers,187,7,12,2687.05235583685,150,542,23,17,3257.8972074355725,41
2020-08-27 09:21:44,huggingface/transformers,189,11,9,2711.05235583685,83,538,13,17,3269.515478219697,47
2020-08-28 09:21:44,huggingface/transformers,191,16,14,2735.05235583685,90,537,9,10,3281.122253144654,33
2020-08-29 09:21:44,huggingface/transformers,179,9,21,2759.05235583685,57,549,17,5,3268.267673611111,18
2020-08-30 09:21:44,huggingface/transformers,176,7,10,2783.052355836849,21,550,4,3,3286.1579174425824,3
2020-08-31 09:21:44,huggingface/transformers,176,8,8,2807.052355836849,49,549,6,7,3310.1579174425824,22
2020-09-01 09:21:44,huggingface/transformers,184,18,10,2831.052355836849,127,549,15,15,3315.7379814814817,62
2020-09-02 09:21:44,huggingface/transformers,186,10,8,2855.052355836849,103,549,17,17,3321.3709484346227,9
2020-09-03 09:21:44,huggingface/transformers,189,9,6,2879.052355836849,81,546,9,12,3339.2541687091502,11
2020-09-04 09:21:44,huggingface/transformers,197,12,4,2903.052355836849,71,550,13,9,3350.957708587709,86
2020-09-05 09:21:44,huggingface/transformers,189,5,13,2890.6985833333333,63,556,10,4,3356.6024645820685,26
2020-09-06 09:21:44,huggingface/transformers,188,9,10,2914.6985833333333,35,557,2,1,3374.479487878788,3
2020-09-07 09:21:44,huggingface/transformers,180,6,14,2938.6985833333333,61,559,7,5,3398.479487878788,16
2020-09-08 09:21:44,huggingface/transformers,177,12,15,2962.6985833333333,97,557,11,13,3410.1124672906603,17
2020-09-09 09:21:44,huggingface/transformers,179,9,7,2986.6985833333333,91,553,6,10,3421.7495672884074,71
2020-09-10 09:21:44,huggingface/transformers,177,8,10,3010.6985833333333,104,557,6,2,3439.541212212212,84
2020-09-11 09:21:44,huggingface/transformers,175,13,15,3034.6985833333333,131,559,17,15,3445.0161300278774,24
2020-09-12 09:21:44,huggingface/transformers,172,10,13,3058.6985833333333,63,559,8,8,3469.0161300278774,10
2020-09-13 09:21:44,huggingface/transformers,169,5,8,3082.6985833333333,40,569,10,0,3480.584302579365,1
2020-09-14 09:21:44,huggingface/transformers,163,7,13,3106.6985833333333,50,570,6,5,3504.584302579365,4
2020-09-15 09:21:44,huggingface/transformers,168,13,8,3130.6985833333333,86,569,11,12,3509.865676929149,31
2020-09-16 09:21:44,huggingface/transformers,177,13,4,3116.042671467764,94,570,12,11,3521.4218205506395,45
2020-09-17 09:21:44,huggingface/transformers,176,13,14,3140.042671467764,146,582,23,11,3514.403590155945,42
2020-09-18 09:21:44,huggingface/transformers,180,14,10,3164.042671467764,97,570,20,32,3526.064408993784,15
2020-09-19 09:21:44,huggingface/transformers,155,2,27,3188.042671467764,47,573,9,6,3543.900509501648,25
2020-09-20 09:21:44,huggingface/transformers,154,12,13,3212.042671467764,43,580,9,2,3555.532828019324,14
2020-09-21 09:21:44,huggingface/transformers,153,6,7,3236.042671467764,94,584,9,5,3567.139033795494,23
2020-09-22 09:21:44,huggingface/transformers,156,13,10,3260.042671467764,94,587,16,13,3591.139033795494,56
2020-09-23 09:21:44,huggingface/transformers,160,12,8,3244.2075067750675,90,579,14,22,3602.7155603530987,25
2020-09-24 09:21:44,huggingface/transformers,157,13,16,3268.2075067750675,83,582,11,8,3608.069044959908,34
2020-09-25 09:21:44,huggingface/transformers,164,13,6,3292.2075067750675,92,579,12,15,3632.069044959908,19
2020-09-26 09:21:44,huggingface/transformers,164,7,7,3276.451596385542,66,580,13,12,3649.8071621879167,22
2020-09-27 09:21:44,huggingface/transformers,146,4,22,3300.451596385542,47,582,2,0,3673.8071621879167,8
2020-09-28 09:21:44,huggingface/transformers,147,6,5,3324.451596385542,39,579,3,6,3697.8071621879167,22
2020-09-29 09:21:44,huggingface/transformers,148,12,11,3348.451596385542,96,583,15,11,3709.119771604938,49
2020-09-30 09:21:44,huggingface/transformers,153,8,3,3372.451596385542,67,591,15,7,3707.857795227316,74
2020-10-01 09:21:44,huggingface/transformers,151,13,15,3396.451596385542,49,586,13,18,3725.566144538606,30
2020-10-02 09:21:44,huggingface/transformers,162,18,7,3420.451596385542,70,585,16,17,3724.44729704452,26
2020-10-03 09:21:44,huggingface/transformers,172,14,4,3444.451596385542,50,589,5,1,3742.186422035481,8
2020-10-04 09:21:44,huggingface/transformers,161,4,15,3427.3308763227515,26,597,8,0,3747.374552211074,0
2020-10-05 09:21:44,huggingface/transformers,152,3,12,3451.3308763227515,25,591,3,9,3765.1151734372097,5
2020-10-06 09:21:44,huggingface/transformers,161,17,8,3475.3308763227515,65,600,20,11,3770.283591269841,27
2020-10-07 09:21:44,huggingface/transformers,160,13,14,3458.3607287581704,69,596,11,15,3781.749890544518,70
2020-10-08 09:21:44,huggingface/transformers,170,16,6,3482.3607287581704,60,592,10,14,3787.02361202636,16
2020-10-09 09:21:44,huggingface/transformers,172,7,5,3506.3607287581704,56,593,9,8,3798.558908045977,1
2020-10-10 09:21:44,huggingface/transformers,152,12,32,3489.560032299742,88,591,7,9,3822.558908045977,10
2020-10-11 09:21:44,huggingface/transformers,159,9,2,3513.560032299742,30,594,4,1,3846.558908045977,0
2020-10-12 09:21:44,huggingface/transformers,154,13,18,3497.038607918263,38,599,10,5,3864.214677140255,3
2020-10-13 09:21:44,huggingface/transformers,153,13,14,3521.038607918263,70,604,13,8,3856.7069670280034,13
2020-10-14 09:21:44,huggingface/transformers,157,11,7,3545.038607918263,51,605,6,5,3874.411503878066,67
2020-10-15 09:21:44,huggingface/transformers,161,16,12,3528.6836016414145,97,604,11,12,3860.954882993926,53
2020-10-16 09:21:44,huggingface/transformers,173,23,11,3552.6836016414145,114,608,19,15,3866.395650222223,89
2020-10-17 09:21:44,huggingface/transformers,162,6,17,3576.6836016414145,53,619,12,1,3878.044167995747,55
2020-10-18 09:21:44,huggingface/transformers,140,6,28,3600.6836016414145,65,624,8,3,3895.839335191082,63
2020-10-19 09:21:44,huggingface/transformers,136,11,15,3624.683601641416,64,627,7,4,3913.628261791203,13
2020-10-20 09:21:44,huggingface/transformers,141,15,10,3648.683601641416,111,623,11,15,3925.171476492341,33
2020-10-21 09:21:44,huggingface/transformers,137,6,10,3672.6836016414136,82,627,12,8,3942.948893284107,50
2020-10-22 09:21:44,huggingface/transformers,142,14,9,3696.6836016414136,68,620,11,18,3954.465916140904,62
2020-10-23 09:21:44,huggingface/transformers,133,10,19,3720.6836016414136,127,624,23,19,3972.2233044619416,54
2020-10-24 09:21:44,huggingface/transformers,133,5,5,3744.6836016414136,71,620,8,12,3977.5187090734926,17
2020-10-25 09:21:44,huggingface/transformers,124,7,16,3768.6836016414136,26,624,6,2,4001.5187090734926,1
2020-10-26 09:21:44,huggingface/transformers,127,9,6,3792.6836016414136,35,629,5,0,4019.2507629107977,9
2020-10-27 09:21:44,huggingface/transformers,127,14,14,3816.6836016414136,100,637,30,22,4005.7473208440992,27
2020-10-28 09:21:44,huggingface/transformers,130,12,9,3840.6836016414136,95,637,16,16,4004.988940249957,32
2020-10-29 09:21:44,huggingface/transformers,137,16,9,3864.6836016414136,70,642,15,10,4004.407679513357,46
2020-10-30 09:21:44,huggingface/transformers,143,13,7,3888.6836016414136,86,640,19,21,4010.026282605014,11
2020-10-31 09:21:44,huggingface/transformers,151,16,8,3912.6836016414136,97,642,12,10,4021.8137212934816,22
2020-11-01 09:21:44,huggingface/transformers,137,10,24,3892.6720942571774,37,645,3,0,4045.8137212934816,0
2020-11-02 09:21:44,huggingface/transformers,126,9,20,3916.6720942571774,37,644,3,4,4063.657614651829,6
2020-11-03 09:21:44,huggingface/transformers,124,8,10,3940.6720942571774,73,647,14,11,4075.343376617919,46
2020-11-04 09:21:44,huggingface/transformers,134,12,2,3964.6720942571774,68,655,21,13,4074.7989519632415,53
2020-11-05 09:21:44,huggingface/transformers,144,19,9,3988.6720942571774,125,660,17,12,4080.4557385229546,24
2020-11-06 09:21:44,huggingface/transformers,155,22,11,3968.2038240740735,111,653,13,20,4104.455738522955,47
2020-11-07 09:21:44,huggingface/transformers,133,9,31,3992.2038240740735,109,659,13,7,4116.182684494196,59
2020-11-08 09:21:44,huggingface/transformers,141,12,4,4016.2038240740735,51,672,15,2,4121.79381583292,5
