date_time,record_id,n_inst,n_task,n_job,machine_cpu_iowait,machine_cpu_kernel,machine_cpu_usr,machine_gpu,machine_load_1,machine_net_receive,machine_num_worker,machine_cpu
2000-01-14 06:35:17,1c6afd5c227e89b8a29589f4,5,5,5,,,,,,,,
2000-01-14 06:35:49,1c6afd5c227e89b8a29589f4,6,6,6,,,,,,,,
2000-01-14 06:36:43,1c6afd5c227e89b8a29589f4,7,7,7,,,,,,,,
2000-01-14 06:45:01,1c6afd5c227e89b8a29589f4,6,6,6,,,,,,,,
2000-01-14 07:29:45,1c6afd5c227e89b8a29589f4,7,7,7,,,,,,,,
2000-01-14 07:29:45,1c6afd5c227e89b8a29589f4,6,6,6,,,,,,,,
2000-01-14 07:47:59,1c6afd5c227e89b8a29589f4,5,5,5,,,,,,,,
2000-01-14 07:48:02,1c6afd5c227e89b8a29589f4,6,6,6,,,,,,,,
2000-01-14 07:51:55,1c6afd5c227e89b8a29589f4,5,5,5,,,,,,,,
2000-01-14 07:55:52,1c6afd5c227e89b8a29589f4,4,4,4,,,,,,,,
2000-01-14 08:04:01,1c6afd5c227e89b8a29589f4,5,5,5,,,,,,,,
2000-01-14 08:06:45,1c6afd5c227e89b8a29589f4,4,4,4,,,,,,,,
2000-01-14 08:08:17,1c6afd5c227e89b8a29589f4,5,5,5,,,,,,,,
2000-01-14 08:08:24,1c6afd5c227e89b8a29589f4,6,6,6,,,,,,,,
2000-01-14 08:11:03,1c6afd5c227e89b8a29589f4,5,5,5,,,,,,,,
2000-01-14 08:11:24,1c6afd5c227e89b8a29589f4,4,4,4,,,,,,,,
2000-01-14 08:12:54,1c6afd5c227e89b8a29589f4,5,5,5,,,,,,,,
2000-01-14 08:18:43,1c6afd5c227e89b8a29589f4,6,6,6,,,,,,,,
2000-01-14 08:21:42,1c6afd5c227e89b8a29589f4,7,7,7,,,,,,,,
2000-01-14 08:36:11,1c6afd5c227e89b8a29589f4,6,6,6,,,,,,,,
2000-01-14 08:37:50,1c6afd5c227e89b8a29589f4,7,7,7,,,,,,,,
2000-01-14 09:06:35,1c6afd5c227e89b8a29589f4,6,6,6,,,,,,,,
2000-01-14 09:07:27,1c6afd5c227e89b8a29589f4,7,7,7,,,,,,,,
2000-01-14 09:07:27,1c6afd5c227e89b8a29589f4,6,6,6,,,,,,,,
2000-01-14 09:11:16,1c6afd5c227e89b8a29589f4,7,7,7,,,,,,,,
2000-01-14 09:11:16,1c6afd5c227e89b8a29589f4,6,6,6,,,,,,,,
2000-01-14 09:12:41,1c6afd5c227e89b8a29589f4,7,7,7,,,,,,,,
2000-01-14 09:18:57,1c6afd5c227e89b8a29589f4,6,6,6,,,,,,,,
2000-01-14 09:19:55,1c6afd5c227e89b8a29589f4,7,7,7,,,,,,,,
2000-01-14 09:35:20,1c6afd5c227e89b8a29589f4,6,6,6,,,,,,,,
2000-01-14 09:56:18,1c6afd5c227e89b8a29589f4,7,7,7,,,,,,,,
2000-01-14 11:10:26,1c6afd5c227e89b8a29589f4,6,6,6,,,,,,,,
2000-01-14 11:59:18,1c6afd5c227e89b8a29589f4,5,5,5,,,,,,,,
2000-01-14 12:02:21,1c6afd5c227e89b8a29589f4,4,4,4,,,,,,,,
2000-01-14 12:02:51,1c6afd5c227e89b8a29589f4,5,5,5,,,,,,,,
2000-01-14 12:14:18,1c6afd5c227e89b8a29589f4,4,4,4,,,,,,,,
2000-01-14 12:14:56,1c6afd5c227e89b8a29589f4,3,3,3,,,,,,,,
2000-01-14 12:15:25,1c6afd5c227e89b8a29589f4,4,4,4,,,,,,,,
2000-01-14 12:27:24,1c6afd5c227e89b8a29589f4,3,3,3,,,,,,,,
2000-01-14 12:27:49,1c6afd5c227e89b8a29589f4,4,4,4,,,,,,,,
2000-01-14 12:32:32,1c6afd5c227e89b8a29589f4,5,5,5,,,,,,,,
2000-01-14 12:32:33,1c6afd5c227e89b8a29589f4,6,6,6,,,,,,,,
2000-01-14 12:35:25,1c6afd5c227e89b8a29589f4,5,5,5,,,,,,,,
2000-01-14 12:36:12,1c6afd5c227e89b8a29589f4,4,4,4,,,,,,,,
2000-01-14 12:38:45,1c6afd5c227e89b8a29589f4,5,5,5,,,,,,,,
2000-01-14 12:42:26,1c6afd5c227e89b8a29589f4,6,6,6,,,,,,,,
2000-01-14 12:57:14,1c6afd5c227e89b8a29589f4,5,5,5,,,,,,,,
2000-01-14 12:57:47,1c6afd5c227e89b8a29589f4,4,4,4,,,,,,,,
2000-01-14 13:41:28,1c6afd5c227e89b8a29589f4,3,3,3,,,,,,,,
2000-01-14 13:42:06,1c6afd5c227e89b8a29589f4,4,4,4,,,,,,,,
2000-01-14 13:45:30,1c6afd5c227e89b8a29589f4,3,3,3,,,,,,,,
2000-01-14 13:58:59,1c6afd5c227e89b8a29589f4,4,4,4,,,,,,,,
2000-01-14 13:58:59,1c6afd5c227e89b8a29589f4,3,3,3,,,,,,,,
2000-01-14 14:28:39,1c6afd5c227e89b8a29589f4,2,2,2,,,,,,,,
2000-01-14 14:30:07,1c6afd5c227e89b8a29589f4,3,3,3,,,,,,,,
2000-01-14 14:33:28,1c6afd5c227e89b8a29589f4,2,2,2,,,,,,,,
2000-01-14 14:34:52,1c6afd5c227e89b8a29589f4,3,3,3,,,,,,,,
2000-01-14 14:36:57,1c6afd5c227e89b8a29589f4,2,2,2,,,,,,,,
2000-01-14 14:45:06,1c6afd5c227e89b8a29589f4,3,3,3,,,,,,,,
2000-01-14 14:55:01,1c6afd5c227e89b8a29589f4,2,2,2,,,,,,,,
2000-01-14 14:55:42,1c6afd5c227e89b8a29589f4,3,3,3,,,,,,,,
2000-01-14 14:55:42,1c6afd5c227e89b8a29589f4,2,2,2,,,,,,,,
2000-01-14 15:01:30,1c6afd5c227e89b8a29589f4,1,1,1,,,,,,,,
2000-01-14 15:03:00,1c6afd5c227e89b8a29589f4,2,2,2,,,,,,,,
2000-01-14 15:14:42,1c6afd5c227e89b8a29589f4,3,3,3,,,,,,,,
2000-01-14 15:34:54,1c6afd5c227e89b8a29589f4,2,2,2,,,,,,,,
2000-01-14 15:52:23,1c6afd5c227e89b8a29589f4,1,1,1,,,,,,,,
2000-01-14 16:11:42,1c6afd5c227e89b8a29589f4,2,2,2,,,,,,,,
2000-01-14 16:16:35,1c6afd5c227e89b8a29589f4,3,3,3,,,,,,,,
2000-01-14 16:21:42,1c6afd5c227e89b8a29589f4,2,2,2,,,,,,,,
2000-01-14 16:24:06,1c6afd5c227e89b8a29589f4,3,3,3,,,,,,,,
2000-01-14 16:39:29,1c6afd5c227e89b8a29589f4,2,2,2,,,,,,,,
2000-01-14 17:06:07,1c6afd5c227e89b8a29589f4,3,3,3,,,,,,,,
2000-01-14 17:23:59,1c6afd5c227e89b8a29589f4,2,2,2,,,,,,,,
2000-01-14 18:12:18,1c6afd5c227e89b8a29589f4,1,1,1,,,,,,,,
2000-01-14 18:17:45,1c6afd5c227e89b8a29589f4,2,2,2,,,,,,,,
2000-01-14 20:06:24,1c6afd5c227e89b8a29589f4,1,1,1,,,,,,,,
2000-01-14 20:09:57,1c6afd5c227e89b8a29589f4,,,,,,,,,,,
2000-01-14 20:11:36,1c6afd5c227e89b8a29589f4,1,1,1,,,,,,,,
2000-01-14 20:24:18,1c6afd5c227e89b8a29589f4,2,2,2,,,,,,,,
2000-01-14 20:36:47,1c6afd5c227e89b8a29589f4,1,1,1,,,,,,,,
2000-01-14 20:37:30,1c6afd5c227e89b8a29589f4,,,,,,,,,,,
2000-01-14 20:55:10,1c6afd5c227e89b8a29589f4,1,1,1,,,,,,,,
2000-01-14 20:55:12,1c6afd5c227e89b8a29589f4,2,2,2,,,,,,,,
2000-01-14 20:55:30,1c6afd5c227e89b8a29589f4,3,3,3,,,,,,,,
2000-01-14 20:56:18,1c6afd5c227e89b8a29589f4,4,4,4,,,,,,,,
2000-01-14 21:01:27,1c6afd5c227e89b8a29589f4,3,3,3,,,,,,,,
2000-01-14 21:01:54,1c6afd5c227e89b8a29589f4,2,2,2,,,,,,,,
2000-01-14 21:06:18,1c6afd5c227e89b8a29589f4,1,1,1,,,,,,,,
2000-01-14 21:35:12,1c6afd5c227e89b8a29589f4,,,,,,,,,,,
2000-01-14 21:35:27,1c6afd5c227e89b8a29589f4,1,1,1,,,,,,,,
2000-01-14 21:39:54,1c6afd5c227e89b8a29589f4,2,2,2,,,,,,,,
2000-01-14 21:39:54,1c6afd5c227e89b8a29589f4,1,1,1,,,,,,,,
2000-01-14 21:40:35,1c6afd5c227e89b8a29589f4,,,,,,,,,,,
2000-01-14 21:42:17,1c6afd5c227e89b8a29589f4,1,1,1,,,,,,,,
2000-01-14 22:59:43,1c6afd5c227e89b8a29589f4,2,2,2,,,,,,,,
2000-01-15 01:07:34,1c6afd5c227e89b8a29589f4,3,3,3,,,,,,,,
2000-01-15 01:23:00,1c6afd5c227e89b8a29589f4,4,4,4,,,,,,,,
2000-01-15 01:43:45,1c6afd5c227e89b8a29589f4,3,3,3,,,,,,,,
2000-01-15 01:48:13,1c6afd5c227e89b8a29589f4,4,4,4,,,,,,,,
2000-01-15 01:58:09,1c6afd5c227e89b8a29589f4,5,5,5,,,,,,,,
2000-01-15 02:01:06,1c6afd5c227e89b8a29589f4,6,6,6,,,,,,,,
2000-01-15 02:16:44,1c6afd5c227e89b8a29589f4,5,5,5,,,,,,,,
2000-01-15 03:31:04,1c6afd5c227e89b8a29589f4,4,4,4,,,,,,,,
2000-01-15 03:54:14,1c6afd5c227e89b8a29589f4,5,5,5,,,,,,,,
2000-01-15 04:12:46,1c6afd5c227e89b8a29589f4,4,4,4,,,,,,,,
2000-01-15 04:12:57,1c6afd5c227e89b8a29589f4,5,5,5,,,,,,,,
2000-01-15 04:27:49,1c6afd5c227e89b8a29589f4,4,4,4,,,,,,,,
2000-01-15 04:31:23,1c6afd5c227e89b8a29589f4,5,5,5,,,,,,,,
2000-01-15 04:36:57,1c6afd5c227e89b8a29589f4,4,4,4,,,,,,,,
2000-01-15 04:37:09,1c6afd5c227e89b8a29589f4,5,5,5,,,,,,,,
2000-01-15 05:18:18,1c6afd5c227e89b8a29589f4,4,4,4,,,,,,,,
2000-01-15 05:20:58,1c6afd5c227e89b8a29589f4,5,5,5,,,,,,,,
2000-01-15 05:38:02,1c6afd5c227e89b8a29589f4,4,4,4,,,,,,,,
2000-01-15 05:39:04,1c6afd5c227e89b8a29589f4,5,5,5,,,,,,,,
2000-01-15 05:49:46,1c6afd5c227e89b8a29589f4,4,4,4,,,,,,,,
2000-01-15 05:51:27,1c6afd5c227e89b8a29589f4,5,5,5,,,,,,,,
2000-01-15 06:25:30,1c6afd5c227e89b8a29589f4,4,4,4,,,,,,,,
2000-01-15 06:26:33,1c6afd5c227e89b8a29589f4,5,5,5,,,,,,,,
2000-01-15 06:26:35,1c6afd5c227e89b8a29589f4,4,4,4,,,,,,,,
2000-01-15 06:26:53,1c6afd5c227e89b8a29589f4,5,5,5,,,,,,,,
2000-01-15 06:32:48,1c6afd5c227e89b8a29589f4,4,4,4,,,,,,,,
2000-01-15 06:40:13,1c6afd5c227e89b8a29589f4,3,3,3,,,,,,,,
2000-01-15 06:41:31,1c6afd5c227e89b8a29589f4,4,4,4,,,,,,,,
2000-01-15 06:43:14,1c6afd5c227e89b8a29589f4,3,3,3,,,,,,,,
2000-01-15 06:49:39,1c6afd5c227e89b8a29589f4,4,4,4,,,,,,,,
2000-01-15 06:57:52,1c6afd5c227e89b8a29589f4,5,5,5,,,,,,,,
2000-01-15 07:13:42,1c6afd5c227e89b8a29589f4,4,4,4,,,,,,,,
2000-01-15 07:52:53,1c6afd5c227e89b8a29589f4,3,3,3,,,,,,,,
2000-01-15 07:59:48,1c6afd5c227e89b8a29589f4,4,4,4,,,,,,,,
2000-01-15 08:00:14,1c6afd5c227e89b8a29589f4,3,3,3,,,,,,,,
2000-01-15 08:07:30,1c6afd5c227e89b8a29589f4,4,4,4,,,,,,,,
2000-01-15 08:31:47,1c6afd5c227e89b8a29589f4,3,3,3,,,,,,,,
2000-01-15 08:40:28,1c6afd5c227e89b8a29589f4,4,4,4,,,,,,,,
2000-01-15 08:49:40,1c6afd5c227e89b8a29589f4,5,5,5,,,,,,,,
2000-01-15 08:53:15,1c6afd5c227e89b8a29589f4,4,4,4,,,,,,,,
2000-01-15 08:59:15,1c6afd5c227e89b8a29589f4,3,3,3,,,,,,,,
2000-01-15 09:04:54,1c6afd5c227e89b8a29589f4,4,4,4,,,,,,,,
2000-01-15 09:20:56,1c6afd5c227e89b8a29589f4,5,5,5,,,,,,,,
2000-01-15 09:24:03,1c6afd5c227e89b8a29589f4,4,4,4,,,,,,,,
2000-01-15 09:25:42,1c6afd5c227e89b8a29589f4,3,3,3,,,,,,,,
2000-01-15 09:26:47,1c6afd5c227e89b8a29589f4,4,4,4,,,,,,,,
2000-01-15 09:26:57,1c6afd5c227e89b8a29589f4,5,5,5,,,,,,,,
2000-01-15 09:33:01,1c6afd5c227e89b8a29589f4,6,6,6,,,,,,,,
2000-01-15 09:33:41,1c6afd5c227e89b8a29589f4,5,5,5,,,,,,,,
2000-01-15 09:34:51,1c6afd5c227e89b8a29589f4,4,4,4,,,,,,,,
2000-01-15 09:41:47,1c6afd5c227e89b8a29589f4,3,3,3,,,,,,,,
2000-01-15 09:44:18,1c6afd5c227e89b8a29589f4,4,4,4,,,,,,,,
2000-01-15 10:03:33,1c6afd5c227e89b8a29589f4,3,3,3,,,,,,,,
2000-01-15 10:14:41,1c6afd5c227e89b8a29589f4,4,4,4,,,,,,,,
2000-01-15 10:19:56,1c6afd5c227e89b8a29589f4,5,5,5,,,,,,,,
2000-01-15 10:39:57,1c6afd5c227e89b8a29589f4,4,4,4,,,,,,,,
2000-01-15 10:41:32,1c6afd5c227e89b8a29589f4,5,5,5,,,,,,,,
2000-01-15 10:44:16,1c6afd5c227e89b8a29589f4,4,4,4,,,,,,,,
2000-01-15 10:55:31,1c6afd5c227e89b8a29589f4,5,5,5,,,,,,,,
2000-01-15 11:12:41,1c6afd5c227e89b8a29589f4,4,4,4,,,,,,,,
2000-01-15 11:19:12,1c6afd5c227e89b8a29589f4,5,5,5,,,,,,,,
2000-01-15 11:33:08,1c6afd5c227e89b8a29589f4,4,4,4,,,,,,,,
2000-01-15 11:37:45,1c6afd5c227e89b8a29589f4,5,5,5,,,,,,,,
2000-01-15 11:44:21,1c6afd5c227e89b8a29589f4,6,6,6,,,,,,,,
2000-01-15 11:51:29,1c6afd5c227e89b8a29589f4,5,5,5,,,,,,,,
2000-01-15 12:02:27,1c6afd5c227e89b8a29589f4,6,6,6,,,,,,,,
2000-01-15 12:19:31,1c6afd5c227e89b8a29589f4,5,5,5,,,,,,,,
2000-01-15 12:19:38,1c6afd5c227e89b8a29589f4,6,6,6,,,,,,,,
2000-01-15 12:21:50,1c6afd5c227e89b8a29589f4,7,7,7,,,,,,,,
2000-01-15 12:42:52,1c6afd5c227e89b8a29589f4,6,6,6,,,,,,,,
2000-01-15 13:04:36,1c6afd5c227e89b8a29589f4,5,5,5,,,,,,,,
2000-01-15 13:22:10,1c6afd5c227e89b8a29589f4,6,6,6,,,,,,,,
2000-01-15 14:03:00,1c6afd5c227e89b8a29589f4,5,5,5,,,,,,,,
2000-01-15 14:05:55,1c6afd5c227e89b8a29589f4,4,4,4,,,,,,,,
2000-01-15 14:06:06,1c6afd5c227e89b8a29589f4,5,5,5,,,,,,,,
2000-01-15 14:23:55,1c6afd5c227e89b8a29589f4,4,4,4,,,,,,,,
2000-01-15 14:24:29,1c6afd5c227e89b8a29589f4,5,5,5,,,,,,,,
2000-01-15 14:25:23,1c6afd5c227e89b8a29589f4,6,6,6,,,,,,,,
2000-01-15 14:51:58,1c6afd5c227e89b8a29589f4,7,7,7,,,,,,,,
2000-01-15 15:01:55,1c6afd5c227e89b8a29589f4,6,6,6,,,,,,,,
2000-01-15 15:06:16,1c6afd5c227e89b8a29589f4,5,5,5,,,,,,,,
2000-01-15 15:06:33,1c6afd5c227e89b8a29589f4,6,6,6,,,,,,,,
2000-01-15 15:12:55,1c6afd5c227e89b8a29589f4,7,7,7,,,,,,,,
2000-01-15 15:30:31,1c6afd5c227e89b8a29589f4,6,6,6,,,,,,,,
2000-01-15 15:33:18,1c6afd5c227e89b8a29589f4,7,7,7,,,,,,,,
2000-01-15 15:57:36,1c6afd5c227e89b8a29589f4,6,6,6,,,,,,,,
2000-01-15 15:58:36,1c6afd5c227e89b8a29589f4,5,5,5,,,,,,,,
2000-01-15 16:06:05,1c6afd5c227e89b8a29589f4,6,6,6,,,,,,,,
2000-01-15 16:20:43,1c6afd5c227e89b8a29589f4,5,5,5,,,,,,,,
2000-01-15 16:26:04,1c6afd5c227e89b8a29589f4,6,6,6,,,,,,,,
2000-01-15 16:30:26,1c6afd5c227e89b8a29589f4,5,5,5,,,,,,,,
2000-01-15 16:36:16,1c6afd5c227e89b8a29589f4,6,6,6,,,,,,,,
2000-01-15 16:49:50,1c6afd5c227e89b8a29589f4,7,7,7,,,,,,,,
2000-01-15 16:58:52,1c6afd5c227e89b8a29589f4,6,6,6,,,,,,,,
2000-01-15 17:04:55,1c6afd5c227e89b8a29589f4,5,5,5,,,,,,,,
2000-01-15 17:06:37,1c6afd5c227e89b8a29589f4,6,6,6,,,,,,,,
2000-01-15 17:25:26,1c6afd5c227e89b8a29589f4,5,5,5,,,,,,,,
2000-01-15 17:27:06,1c6afd5c227e89b8a29589f4,6,6,6,,,,,,,,
2000-01-15 17:32:21,1c6afd5c227e89b8a29589f4,5,5,5,,,,,,,,
2000-01-15 17:33:57,1c6afd5c227e89b8a29589f4,6,6,6,,,,,,,,
2000-01-15 17:39:19,1c6afd5c227e89b8a29589f4,5,5,5,,,,,,,,
2000-01-15 17:41:41,1c6afd5c227e89b8a29589f4,4,4,4,,,,,,,,
2000-01-15 17:42:15,1c6afd5c227e89b8a29589f4,5,5,5,,,,,,,,
2000-01-15 18:00:02,1c6afd5c227e89b8a29589f4,4,4,4,,,,,,,,
2000-01-15 18:02:10,1c6afd5c227e89b8a29589f4,5,5,5,,,,,,,,
2000-01-15 19:06:46,1c6afd5c227e89b8a29589f4,4,4,4,,,,,,,,
2000-01-15 19:08:32,1c6afd5c227e89b8a29589f4,5,5,5,,,,,,,,
2000-01-15 19:49:16,1c6afd5c227e89b8a29589f4,4,4,4,,,,,,,,
2000-01-15 19:50:42,1c6afd5c227e89b8a29589f4,5,5,5,,,,,,,,
2000-01-15 19:55:31,1c6afd5c227e89b8a29589f4,6,6,6,,,,,,,,
2000-01-15 20:02:57,1c6afd5c227e89b8a29589f4,5,5,5,,,,,,,,
2000-01-15 20:05:20,1c6afd5c227e89b8a29589f4,4,4,4,,,,,,,,
2000-01-15 20:05:32,1c6afd5c227e89b8a29589f4,5,5,5,,,,,,,,
2000-01-15 20:31:27,1c6afd5c227e89b8a29589f4,4,4,4,,,,,,,,
2000-01-15 20:43:32,1c6afd5c227e89b8a29589f4,5,5,5,,,,,,,,
2000-01-15 20:44:24,1c6afd5c227e89b8a29589f4,4,4,4,,,,,,,,
2000-01-15 20:45:00,1c6afd5c227e89b8a29589f4,3,3,3,,,,,,,,
2000-01-15 20:47:33,1c6afd5c227e89b8a29589f4,4,4,4,,,,,,,,
2000-01-15 21:11:16,1c6afd5c227e89b8a29589f4,5,5,5,,,,,,,,
2000-01-15 21:44:20,1c6afd5c227e89b8a29589f4,4,4,4,,,,,,,,
2000-01-15 21:52:18,1c6afd5c227e89b8a29589f4,5,5,5,,,,,,,,
2000-01-15 21:53:16,1c6afd5c227e89b8a29589f4,6,6,6,,,,,,,,
2000-01-15 21:54:02,1c6afd5c227e89b8a29589f4,7,7,7,,,,,,,,
2000-01-15 21:58:28,1c6afd5c227e89b8a29589f4,6,6,6,,,,,,,,
2000-01-15 21:58:54,1c6afd5c227e89b8a29589f4,5,5,5,,,,,,,,
2000-01-15 21:59:36,1c6afd5c227e89b8a29589f4,4,4,4,,,,,,,,
2000-01-15 22:04:14,1c6afd5c227e89b8a29589f4,5,5,5,,,,,,,,
2000-01-15 22:04:19,1c6afd5c227e89b8a29589f4,4,4,4,,,,,,,,
2000-01-15 22:05:13,1c6afd5c227e89b8a29589f4,5,5,5,,,,,,,,
2000-01-15 22:05:32,1c6afd5c227e89b8a29589f4,4,4,4,,,,,,,,
2000-01-15 22:50:00,1c6afd5c227e89b8a29589f4,3,3,3,,,,,,,,
2000-01-15 23:05:24,1c6afd5c227e89b8a29589f4,4,4,4,,,,,,,,
2000-01-15 23:18:57,1c6afd5c227e89b8a29589f4,3,3,3,,,,,,,,
2000-01-15 23:20:06,1c6afd5c227e89b8a29589f4,4,4,4,,,,,,,,
2000-01-16 01:14:32,1c6afd5c227e89b8a29589f4,5,5,5,,,,,,,,
2000-01-16 01:33:06,1c6afd5c227e89b8a29589f4,4,4,4,,,,,,,,
2000-01-16 01:33:52,1c6afd5c227e89b8a29589f4,5,5,5,,,,,,,,
2000-01-16 01:51:03,1c6afd5c227e89b8a29589f4,4,4,4,,,,,,,,
2000-01-16 02:09:23,1c6afd5c227e89b8a29589f4,5,5,5,,,,,,,,
2000-01-16 02:18:32,1c6afd5c227e89b8a29589f4,4,4,4,,,,,,,,
2000-01-16 02:25:21,1c6afd5c227e89b8a29589f4,5,5,5,,,,,,,,
2000-01-16 02:27:23,1c6afd5c227e89b8a29589f4,4,4,4,,,,,,,,
2000-01-16 02:30:15,1c6afd5c227e89b8a29589f4,3,3,3,,,,,,,,
