date_time,record_id,n_inst,n_task,n_job,machine_cpu_iowait,machine_cpu_kernel,machine_cpu_usr,machine_gpu,machine_load_1,machine_net_receive,machine_num_worker,machine_cpu
2000-01-13 23:47:43,7077ec572d50395cafcbcb7d,5,5,5,,,,,,,,
2000-01-13 23:50:44,7077ec572d50395cafcbcb7d,6,6,6,,,,,,,,
2000-01-13 23:58:05,7077ec572d50395cafcbcb7d,7,7,7,,,,,,,,
2000-01-14 01:17:00,7077ec572d50395cafcbcb7d,6,6,6,,,,,,,,
2000-01-14 01:23:20,7077ec572d50395cafcbcb7d,5,5,5,,,,,,,,
2000-01-14 02:02:13,7077ec572d50395cafcbcb7d,4,4,4,,,,,,,,
2000-01-14 02:03:05,7077ec572d50395cafcbcb7d,5,5,5,,,,,,,,
2000-01-14 02:21:48,7077ec572d50395cafcbcb7d,4,4,4,,,,,,,,
2000-01-14 02:28:11,7077ec572d50395cafcbcb7d,5,5,5,,,,,,,,
2000-01-14 02:47:34,7077ec572d50395cafcbcb7d,4,4,4,,,,,,,,
2000-01-14 03:18:17,7077ec572d50395cafcbcb7d,3,3,3,,,,,,,,
2000-01-14 03:19:20,7077ec572d50395cafcbcb7d,4,4,4,,,,,,,,
2000-01-14 03:32:44,7077ec572d50395cafcbcb7d,5,5,5,,,,,,,,
2000-01-14 03:38:10,7077ec572d50395cafcbcb7d,4,4,4,,,,,,,,
2000-01-14 03:59:39,7077ec572d50395cafcbcb7d,3,3,3,,,,,,,,
2000-01-14 04:02:39,7077ec572d50395cafcbcb7d,4,4,4,,,,,,,,
2000-01-14 04:38:59,7077ec572d50395cafcbcb7d,3,3,3,,,,,,,,
2000-01-14 04:42:31,7077ec572d50395cafcbcb7d,4,4,4,,,,,,,,
2000-01-14 05:22:16,7077ec572d50395cafcbcb7d,3,3,3,,,,,,,,
2000-01-14 05:53:17,7077ec572d50395cafcbcb7d,4,4,4,,,,,,,,
2000-01-14 05:53:17,7077ec572d50395cafcbcb7d,3,3,3,,,,,,,,
2000-01-14 07:11:54,7077ec572d50395cafcbcb7d,4,4,4,,,,,,,,
2000-01-14 07:17:15,7077ec572d50395cafcbcb7d,3,3,3,,,,,,,,
2000-01-14 07:17:50,7077ec572d50395cafcbcb7d,2,2,2,,,,,,,,
2000-01-14 07:22:03,7077ec572d50395cafcbcb7d,3,3,3,,,,,,,,
2000-01-14 07:30:40,7077ec572d50395cafcbcb7d,4,4,4,,,,,,,,
2000-01-14 07:30:40,7077ec572d50395cafcbcb7d,3,3,3,,,,,,,,
2000-01-14 09:06:52,7077ec572d50395cafcbcb7d,4,4,4,,,,,,,,
2000-01-14 09:06:52,7077ec572d50395cafcbcb7d,3,3,3,,,,,,,,
2000-01-14 09:11:01,7077ec572d50395cafcbcb7d,4,4,4,,,,,,,,
2000-01-14 09:11:01,7077ec572d50395cafcbcb7d,3,3,3,,,,,,,,
2000-01-14 09:12:55,7077ec572d50395cafcbcb7d,4,4,4,,,,,,,,
2000-01-14 09:41:53,7077ec572d50395cafcbcb7d,5,5,5,,,,,,,,
2000-01-14 09:43:44,7077ec572d50395cafcbcb7d,4,4,4,,,,,,,,
2000-01-14 09:51:45,7077ec572d50395cafcbcb7d,3,3,3,,,,,,,,
2000-01-14 09:53:02,7077ec572d50395cafcbcb7d,4,4,4,,,,,,,,
2000-01-14 09:53:02,7077ec572d50395cafcbcb7d,3,3,3,,,,,,,,
2000-01-14 10:01:11,7077ec572d50395cafcbcb7d,4,4,4,,,,,,,,
2000-01-14 10:09:23,7077ec572d50395cafcbcb7d,5,5,5,,,,,,,,
2000-01-14 10:09:23,7077ec572d50395cafcbcb7d,4,4,4,,,,,,,,
2000-01-14 10:16:04,7077ec572d50395cafcbcb7d,3,3,3,,,,,,,,
2000-01-14 10:20:19,7077ec572d50395cafcbcb7d,4,4,4,,,,,,,,
2000-01-14 10:28:22,7077ec572d50395cafcbcb7d,5,5,5,,,,,,,,
2000-01-14 11:02:03,7077ec572d50395cafcbcb7d,6,6,6,,,,,,,,
2000-01-14 11:12:30,7077ec572d50395cafcbcb7d,5,5,5,,,,,,,,
2000-01-14 11:19:18,7077ec572d50395cafcbcb7d,6,6,6,,,,,,,,
2000-01-14 11:25:16,7077ec572d50395cafcbcb7d,5,5,5,,,,,,,,
2000-01-14 11:32:09,7077ec572d50395cafcbcb7d,6,6,6,,,,,,,,
2000-01-14 11:43:42,7077ec572d50395cafcbcb7d,5,5,5,,,,,,,,
2000-01-14 11:46:10,7077ec572d50395cafcbcb7d,6,6,6,,,,,,,,
2000-01-14 11:46:22,7077ec572d50395cafcbcb7d,5,5,5,,,,,,,,
2000-01-14 11:47:25,7077ec572d50395cafcbcb7d,6,6,6,,,,,,,,
2000-01-14 11:56:29,7077ec572d50395cafcbcb7d,5,5,5,,,,,,,,
2000-01-14 12:13:36,7077ec572d50395cafcbcb7d,6,6,6,,,,,,,,
2000-01-14 12:14:09,7077ec572d50395cafcbcb7d,5,5,5,,,,,,,,
2000-01-14 12:23:20,7077ec572d50395cafcbcb7d,6,6,6,,,,,,,,
2000-01-14 12:23:20,7077ec572d50395cafcbcb7d,5,5,5,,,,,,,,
2000-01-14 12:25:09,7077ec572d50395cafcbcb7d,4,4,4,,,,,,,,
2000-01-14 12:26:53,7077ec572d50395cafcbcb7d,3,3,3,,,,,,,,
2000-01-14 12:27:50,7077ec572d50395cafcbcb7d,4,4,4,,,,,,,,
2000-01-14 12:29:48,7077ec572d50395cafcbcb7d,5,5,5,,,,,,,,
2000-01-14 12:40:42,7077ec572d50395cafcbcb7d,6,6,6,,,,,,,,
2000-01-14 12:47:31,7077ec572d50395cafcbcb7d,5,5,5,,,,,,,,
2000-01-14 13:17:14,7077ec572d50395cafcbcb7d,4,4,4,,,,,,,,
2000-01-14 13:37:19,7077ec572d50395cafcbcb7d,5,5,5,,,,,,,,
2000-01-14 13:40:37,7077ec572d50395cafcbcb7d,4,4,4,,,,,,,,
2000-01-14 13:42:01,7077ec572d50395cafcbcb7d,5,5,5,,,,,,,,
2000-01-14 13:44:23,7077ec572d50395cafcbcb7d,4,4,4,,,,,,,,
2000-01-14 13:58:57,7077ec572d50395cafcbcb7d,5,5,5,,,,,,,,
2000-01-14 13:58:57,7077ec572d50395cafcbcb7d,4,4,4,,,,,,,,
2000-01-14 14:28:40,7077ec572d50395cafcbcb7d,3,3,3,,,,,,,,
2000-01-14 14:30:05,7077ec572d50395cafcbcb7d,4,4,4,,,,,,,,
2000-01-14 14:45:04,7077ec572d50395cafcbcb7d,5,5,5,,,,,,,,
2000-01-14 14:54:59,7077ec572d50395cafcbcb7d,4,4,4,,,,,,,,
2000-01-14 15:01:31,7077ec572d50395cafcbcb7d,3,3,3,,,,,,,,
2000-01-14 15:02:58,7077ec572d50395cafcbcb7d,4,4,4,,,,,,,,
2000-01-14 15:14:40,7077ec572d50395cafcbcb7d,5,5,5,,,,,,,,
2000-01-14 15:34:58,7077ec572d50395cafcbcb7d,4,4,4,,,,,,,,
2000-01-14 15:49:05,7077ec572d50395cafcbcb7d,3,3,3,,,,,,,,
2000-01-14 15:52:30,7077ec572d50395cafcbcb7d,2,2,2,,,,,,,,
2000-01-14 15:54:05,7077ec572d50395cafcbcb7d,3,3,3,,,,,,,,
2000-01-14 16:04:56,7077ec572d50395cafcbcb7d,2,2,2,,,,,,,,
2000-01-14 16:07:48,7077ec572d50395cafcbcb7d,3,3,3,,,,,,,,
2000-01-14 16:08:51,7077ec572d50395cafcbcb7d,2,2,2,,,,,,,,
2000-01-14 16:10:20,7077ec572d50395cafcbcb7d,3,3,3,,,,,,,,
2000-01-14 16:11:49,7077ec572d50395cafcbcb7d,2,2,2,,,,,,,,
2000-01-14 16:16:32,7077ec572d50395cafcbcb7d,3,3,3,,,,,,,,
2000-01-14 16:20:28,7077ec572d50395cafcbcb7d,4,4,4,,,,,,,,
2000-01-14 16:25:45,7077ec572d50395cafcbcb7d,3,3,3,,,,,,,,
2000-01-14 17:15:03,7077ec572d50395cafcbcb7d,2,2,2,,,,,,,,
2000-01-14 18:08:38,7077ec572d50395cafcbcb7d,1,1,1,,,,,,,,
2000-01-14 19:52:17,7077ec572d50395cafcbcb7d,2,2,2,,,,,,,,
2000-01-14 20:01:42,7077ec572d50395cafcbcb7d,1,1,1,,,,,,,,
2000-01-14 20:09:58,7077ec572d50395cafcbcb7d,,,,,,,,,,,
2000-01-14 20:31:22,7077ec572d50395cafcbcb7d,1,1,1,,,,,,,,
2000-01-14 20:55:10,7077ec572d50395cafcbcb7d,2,2,2,,,,,,,,
2000-01-14 20:55:13,7077ec572d50395cafcbcb7d,3,3,3,,,,,,,,
2000-01-14 20:55:30,7077ec572d50395cafcbcb7d,4,4,4,,,,,,,,
2000-01-14 21:02:24,7077ec572d50395cafcbcb7d,3,3,3,,,,,,,,
2000-01-14 21:03:12,7077ec572d50395cafcbcb7d,2,2,2,,,,,,,,
2000-01-14 21:05:43,7077ec572d50395cafcbcb7d,1,1,1,,,,,,,,
2000-01-14 21:42:17,7077ec572d50395cafcbcb7d,2,2,2,,,,,,,,
2000-01-14 23:44:17,7077ec572d50395cafcbcb7d,3,3,3,,,,,,,,
2000-01-15 00:01:24,7077ec572d50395cafcbcb7d,2,2,2,,,,,,,,
2000-01-15 00:02:17,7077ec572d50395cafcbcb7d,3,3,3,,,,,,,,
2000-01-15 00:02:18,7077ec572d50395cafcbcb7d,4,3,3,,,,,,,,
2000-01-15 00:02:18,7077ec572d50395cafcbcb7d,5,3,3,,,,,,,,
2000-01-15 00:02:18,7077ec572d50395cafcbcb7d,6,3,3,,,,,,,,
2000-01-15 00:02:18,7077ec572d50395cafcbcb7d,7,3,3,,,,,,,,
2000-01-15 01:42:39,7077ec572d50395cafcbcb7d,8,4,4,,,,,,,,
2000-01-15 01:51:35,7077ec572d50395cafcbcb7d,9,5,5,,,,,,,,
2000-01-15 01:56:39,7077ec572d50395cafcbcb7d,8,4,4,,,,,,,,
2000-01-15 02:02:35,7077ec572d50395cafcbcb7d,9,5,5,,,,,,,,
2000-01-15 02:11:50,7077ec572d50395cafcbcb7d,10,6,6,,,,,,,,
2000-01-15 02:41:49,7077ec572d50395cafcbcb7d,9,5,5,,,,,,,,
2000-01-15 02:51:15,7077ec572d50395cafcbcb7d,8,4,4,,,,,,,,
2000-01-15 03:13:33,7077ec572d50395cafcbcb7d,7,3,3,,,,,,,,
2000-01-15 03:30:51,7077ec572d50395cafcbcb7d,8,4,4,,,,,,,,
2000-01-15 03:46:31,7077ec572d50395cafcbcb7d,9,5,5,,,,,,,,
2000-01-15 03:46:31,7077ec572d50395cafcbcb7d,8,4,4,,,,,,,,
2000-01-15 03:51:42,7077ec572d50395cafcbcb7d,9,5,5,,,,,,,,
2000-01-15 04:09:35,7077ec572d50395cafcbcb7d,8,4,4,,,,,,,,
2000-01-15 04:19:59,7077ec572d50395cafcbcb7d,9,5,5,,,,,,,,
2000-01-15 04:22:38,7077ec572d50395cafcbcb7d,8,4,4,,,,,,,,
2000-01-15 04:22:38,7077ec572d50395cafcbcb7d,7,4,4,,,,,,,,
2000-01-15 04:22:44,7077ec572d50395cafcbcb7d,6,4,4,,,,,,,,
2000-01-15 04:22:44,7077ec572d50395cafcbcb7d,5,4,4,,,,,,,,
2000-01-15 04:22:44,7077ec572d50395cafcbcb7d,4,4,4,,,,,,,,
2000-01-15 04:28:47,7077ec572d50395cafcbcb7d,3,3,3,,,,,,,,
2000-01-15 04:32:42,7077ec572d50395cafcbcb7d,4,4,4,,,,,,,,
2000-01-15 04:32:42,7077ec572d50395cafcbcb7d,3,3,3,,,,,,,,
2000-01-15 04:37:09,7077ec572d50395cafcbcb7d,4,4,4,,,,,,,,
2000-01-15 04:43:05,7077ec572d50395cafcbcb7d,3,3,3,,,,,,,,
2000-01-15 04:49:38,7077ec572d50395cafcbcb7d,4,4,4,,,,,,,,
2000-01-15 04:49:38,7077ec572d50395cafcbcb7d,3,3,3,,,,,,,,
2000-01-15 05:05:57,7077ec572d50395cafcbcb7d,4,4,4,,,,,,,,
2000-01-15 05:05:57,7077ec572d50395cafcbcb7d,3,3,3,,,,,,,,
2000-01-15 05:20:58,7077ec572d50395cafcbcb7d,4,4,4,,,,,,,,
2000-01-15 05:21:56,7077ec572d50395cafcbcb7d,5,5,5,,,,,,,,
2000-01-15 05:21:56,7077ec572d50395cafcbcb7d,4,4,4,,,,,,,,
2000-01-15 05:35:04,7077ec572d50395cafcbcb7d,5,5,5,,,,,,,,
2000-01-15 05:38:01,7077ec572d50395cafcbcb7d,4,4,4,,,,,,,,
2000-01-15 05:44:40,7077ec572d50395cafcbcb7d,5,5,5,,,,,,,,
2000-01-15 05:44:40,7077ec572d50395cafcbcb7d,4,4,4,,,,,,,,
2000-01-15 05:49:45,7077ec572d50395cafcbcb7d,3,3,3,,,,,,,,
2000-01-15 05:50:47,7077ec572d50395cafcbcb7d,4,4,4,,,,,,,,
2000-01-15 06:05:08,7077ec572d50395cafcbcb7d,5,5,5,,,,,,,,
2000-01-15 06:12:21,7077ec572d50395cafcbcb7d,4,4,4,,,,,,,,
2000-01-15 06:23:30,7077ec572d50395cafcbcb7d,5,5,5,,,,,,,,
2000-01-15 06:45:37,7077ec572d50395cafcbcb7d,4,4,4,,,,,,,,
2000-01-15 07:22:26,7077ec572d50395cafcbcb7d,5,5,5,,,,,,,,
2000-01-15 07:22:26,7077ec572d50395cafcbcb7d,4,4,4,,,,,,,,
2000-01-15 07:58:48,7077ec572d50395cafcbcb7d,3,3,3,,,,,,,,
2000-01-15 07:59:48,7077ec572d50395cafcbcb7d,4,4,4,,,,,,,,
2000-01-15 08:10:29,7077ec572d50395cafcbcb7d,5,5,5,,,,,,,,
2000-01-15 08:26:58,7077ec572d50395cafcbcb7d,4,4,4,,,,,,,,
2000-01-15 08:35:47,7077ec572d50395cafcbcb7d,5,5,5,,,,,,,,
2000-01-15 09:07:32,7077ec572d50395cafcbcb7d,4,4,4,,,,,,,,
2000-01-15 09:21:41,7077ec572d50395cafcbcb7d,5,5,5,,,,,,,,
2000-01-15 10:03:32,7077ec572d50395cafcbcb7d,4,4,4,,,,,,,,
2000-01-15 12:02:26,7077ec572d50395cafcbcb7d,5,5,5,,,,,,,,
2000-01-15 12:10:26,7077ec572d50395cafcbcb7d,4,4,4,,,,,,,,
2000-01-15 12:20:22,7077ec572d50395cafcbcb7d,5,5,5,,,,,,,,
2000-01-15 13:04:41,7077ec572d50395cafcbcb7d,4,4,4,,,,,,,,
2000-01-15 13:05:14,7077ec572d50395cafcbcb7d,5,5,5,,,,,,,,
2000-01-15 13:06:39,7077ec572d50395cafcbcb7d,6,6,6,,,,,,,,
2000-01-15 13:06:39,7077ec572d50395cafcbcb7d,5,5,5,,,,,,,,
2000-01-15 13:28:07,7077ec572d50395cafcbcb7d,4,4,4,,,,,,,,
2000-01-15 13:29:05,7077ec572d50395cafcbcb7d,3,3,3,,,,,,,,
2000-01-15 13:29:41,7077ec572d50395cafcbcb7d,4,4,4,,,,,,,,
2000-01-15 13:30:22,7077ec572d50395cafcbcb7d,5,5,5,,,,,,,,
2000-01-15 13:30:45,7077ec572d50395cafcbcb7d,6,6,6,,,,,,,,
2000-01-15 13:32:36,7077ec572d50395cafcbcb7d,7,7,7,,,,,,,,
2000-01-15 13:33:28,7077ec572d50395cafcbcb7d,6,6,6,,,,,,,,
2000-01-15 13:33:31,7077ec572d50395cafcbcb7d,5,5,5,,,,,,,,
2000-01-15 13:35:01,7077ec572d50395cafcbcb7d,6,6,6,,,,,,,,
2000-01-15 13:44:40,7077ec572d50395cafcbcb7d,5,5,5,,,,,,,,
2000-01-15 13:58:28,7077ec572d50395cafcbcb7d,4,4,4,,,,,,,,
2000-01-15 14:01:04,7077ec572d50395cafcbcb7d,5,5,5,,,,,,,,
2000-01-15 14:11:04,7077ec572d50395cafcbcb7d,4,4,4,,,,,,,,
2000-01-15 14:12:48,7077ec572d50395cafcbcb7d,3,3,3,,,,,,,,
2000-01-15 14:16:08,7077ec572d50395cafcbcb7d,4,4,4,,,,,,,,
2000-01-15 14:27:38,7077ec572d50395cafcbcb7d,3,3,3,,,,,,,,
2000-01-15 14:28:53,7077ec572d50395cafcbcb7d,4,4,4,,,,,,,,
2000-01-15 17:05:35,7077ec572d50395cafcbcb7d,3,3,3,,,,,,,,
2000-01-15 17:07:05,7077ec572d50395cafcbcb7d,2,2,2,,,,,,,,
2000-01-15 17:37:22,7077ec572d50395cafcbcb7d,3,3,3,,,,,,,,
2000-01-15 17:56:27,7077ec572d50395cafcbcb7d,2,2,2,,,,,,,,
2000-01-15 19:55:31,7077ec572d50395cafcbcb7d,3,3,3,,,,,,,,
2000-01-15 20:02:36,7077ec572d50395cafcbcb7d,2,2,2,,,,,,,,
2000-01-15 20:58:18,7077ec572d50395cafcbcb7d,3,3,3,,,,,,,,
2000-01-15 21:52:18,7077ec572d50395cafcbcb7d,4,4,4,,,,,,,,
2000-01-15 21:53:16,7077ec572d50395cafcbcb7d,5,5,5,,,,,,,,
2000-01-15 21:53:17,7077ec572d50395cafcbcb7d,6,6,6,,,,,,,,
2000-01-15 21:54:15,7077ec572d50395cafcbcb7d,7,7,7,,,,,,,,
2000-01-15 21:58:50,7077ec572d50395cafcbcb7d,6,6,6,,,,,,,,
2000-01-15 22:13:50,7077ec572d50395cafcbcb7d,5,5,5,,,,,,,,
2000-01-15 22:13:59,7077ec572d50395cafcbcb7d,4,4,4,,,,,,,,
2000-01-15 22:14:41,7077ec572d50395cafcbcb7d,3,3,3,,,,,,,,
2000-01-15 22:30:29,7077ec572d50395cafcbcb7d,2,2,2,,,,,,,,
2000-01-15 23:17:55,7077ec572d50395cafcbcb7d,3,3,3,,,,,,,,
2000-01-15 23:28:38,7077ec572d50395cafcbcb7d,2,2,2,,,,,,,,
2000-01-15 23:28:58,7077ec572d50395cafcbcb7d,3,3,3,,,,,,,,
2000-01-15 23:40:13,7077ec572d50395cafcbcb7d,4,4,4,,,,,,,,
2000-01-15 23:41:03,7077ec572d50395cafcbcb7d,3,3,3,,,,,,,,
2000-01-16 01:26:17,7077ec572d50395cafcbcb7d,4,4,4,,,,,,,,
2000-01-16 01:26:17,7077ec572d50395cafcbcb7d,3,3,3,,,,,,,,
2000-01-16 01:46:08,7077ec572d50395cafcbcb7d,4,4,4,,,,,,,,
2000-01-16 01:47:46,7077ec572d50395cafcbcb7d,3,3,3,,,,,,,,
2000-01-16 01:49:49,7077ec572d50395cafcbcb7d,4,4,4,,,,,,,,
2000-01-16 02:09:23,7077ec572d50395cafcbcb7d,5,5,5,,,,,,,,
2000-01-16 02:19:23,7077ec572d50395cafcbcb7d,4,4,4,,,,,,,,
2000-01-16 02:29:51,7077ec572d50395cafcbcb7d,3,3,3,,,,,,,,
2000-01-16 02:33:59,7077ec572d50395cafcbcb7d,4,4,4,,,,,,,,
2000-01-16 02:51:54,7077ec572d50395cafcbcb7d,5,5,5,,,,,,,,
2000-01-16 03:06:56,7077ec572d50395cafcbcb7d,4,4,4,,,,,,,,
2000-01-16 03:28:05,7077ec572d50395cafcbcb7d,5,5,5,,,,,,,,
2000-01-16 03:54:49,7077ec572d50395cafcbcb7d,4,4,4,,,,,,,,
2000-01-16 03:56:11,7077ec572d50395cafcbcb7d,5,5,5,,,,,,,,
2000-01-16 04:24:33,7077ec572d50395cafcbcb7d,4,4,4,,,,,,,,
2000-01-16 04:27:08,7077ec572d50395cafcbcb7d,3,3,3,,,,,,,,
2000-01-16 04:28:57,7077ec572d50395cafcbcb7d,4,4,4,,,,,,,,
2000-01-16 04:30:21,7077ec572d50395cafcbcb7d,5,5,5,,,,,,,,
2000-01-16 04:42:33,7077ec572d50395cafcbcb7d,4,4,4,,,,,,,,
2000-01-16 04:57:24,7077ec572d50395cafcbcb7d,5,5,5,,,,,,,,
2000-01-16 05:18:39,7077ec572d50395cafcbcb7d,4,4,4,,,,,,,,
2000-01-16 05:32:18,7077ec572d50395cafcbcb7d,3,3,3,,,,,,,,
2000-01-16 05:39:17,7077ec572d50395cafcbcb7d,4,4,4,,,,,,,,
2000-01-16 06:14:21,7077ec572d50395cafcbcb7d,5,5,5,,,,,,,,
2000-01-16 06:51:25,7077ec572d50395cafcbcb7d,4,4,4,,,,,,,,
2000-01-16 08:08:04,7077ec572d50395cafcbcb7d,3,3,3,,,,,,,,
2000-01-16 09:22:12,7077ec572d50395cafcbcb7d,4,4,4,,,,,,,,
2000-01-16 12:20:00,7077ec572d50395cafcbcb7d,3,3,3,,,,,,,,
2000-01-16 16:52:36,7077ec572d50395cafcbcb7d,2,2,2,,,,,,,,
2000-01-16 17:02:59,7077ec572d50395cafcbcb7d,3,3,3,,,,,,,,
2000-01-16 17:10:05,7077ec572d50395cafcbcb7d,2,2,2,,,,,,,,
2000-01-16 17:16:49,7077ec572d50395cafcbcb7d,3,3,3,,,,,,,,
2000-01-16 17:53:07,7077ec572d50395cafcbcb7d,2,2,2,,,,,,,,
2000-01-16 18:44:19,7077ec572d50395cafcbcb7d,3,3,3,,,,,,,,
2000-01-16 18:44:19,7077ec572d50395cafcbcb7d,2,2,2,,,,,,,,
2000-01-16 20:31:41,7077ec572d50395cafcbcb7d,3,3,3,,,,,,,,
2000-01-16 20:58:04,7077ec572d50395cafcbcb7d,2,2,2,,,,,,,,
2000-01-16 21:02:31,7077ec572d50395cafcbcb7d,1,1,1,,,,,,,,
2000-01-16 21:05:30,7077ec572d50395cafcbcb7d,2,2,2,,,,,,,,
2000-01-16 21:13:57,7077ec572d50395cafcbcb7d,3,3,3,,,,,,,,
2000-01-16 21:17:10,7077ec572d50395cafcbcb7d,4,4,4,,,,,,,,
