date_time,record_id,open_issues,new_issues,closed_issues,avg_age_open_issues_hr,issue_comment_volume,open_prs,new_prs,merged_prs,avg_age_open_prs_hr,pr_comment_volume
2015-10-06 17:34:58,kubernetes/kubernetes,175,31,27,416.9510317460318,857,339,49,67,628.7447582846004,159
2015-10-07 17:34:58,kubernetes/kubernetes,183,27,19,412.7625555555557,789,358,50,31,643.8772779700115,206
2015-10-08 17:34:58,kubernetes/kubernetes,170,12,25,410.8632465277778,806,371,52,39,652.3460031906907,283
2015-10-09 17:34:58,kubernetes/kubernetes,168,33,35,434.8632465277778,874,366,45,50,667.4340648148149,271
2015-10-10 17:34:58,kubernetes/kubernetes,170,17,15,458.8632465277778,544,378,35,23,680.3575892531876,140
2015-10-11 17:34:58,kubernetes/kubernetes,169,1,2,482.8632465277778,128,373,8,13,697.6038492063492,2
2015-10-12 17:34:58,kubernetes/kubernetes,179,11,1,478.2101633986928,303,385,23,11,712.4549403490028,105
2015-10-13 17:34:58,kubernetes/kubernetes,188,29,20,475.4884104938273,790,371,44,58,716.1256680512288,169
2015-10-14 17:34:58,kubernetes/kubernetes,206,40,22,474.111739766082,735,383,50,38,707.5573974867725,249
2015-10-15 17:34:58,kubernetes/kubernetes,227,36,15,474.1324305555557,777,392,36,27,710.7095480089918,191
2015-10-16 17:34:58,kubernetes/kubernetes,224,22,25,498.1324305555557,841,395,47,44,724.425948084837,265
2015-10-17 17:34:58,kubernetes/kubernetes,220,13,17,522.1324305555556,461,387,18,26,746.3651799242424,125
2015-10-18 17:34:58,kubernetes/kubernetes,215,5,10,546.1324305555556,74,382,2,7,770.3651799242424,65
2015-10-19 17:34:58,kubernetes/kubernetes,226,15,4,543.1672089947091,354,384,18,16,783.3314207905385,115
2015-10-20 17:34:58,kubernetes/kubernetes,243,37,20,567.1672089947091,912,421,64,27,783.7236096014493,230
2015-10-21 17:34:58,kubernetes/kubernetes,226,20,37,565.1003156565658,970,445,58,34,784.6266871885077,277
2015-10-22 17:34:58,kubernetes/kubernetes,248,33,11,520.7909666666666,847,447,39,37,792.273162503589,283
2015-10-23 17:34:58,kubernetes/kubernetes,259,22,11,544.7909666666666,726,464,36,19,800.0301090014066,265
2015-10-24 17:34:58,kubernetes/kubernetes,265,22,16,568.7909666666666,670,474,50,40,811.9527950955943,120
2015-10-25 17:34:58,kubernetes/kubernetes,265,6,6,592.7909666666666,211,459,4,19,833.9273237976784,30
2015-10-26 17:34:58,kubernetes/kubernetes,266,10,9,616.7909666666666,460,458,20,21,847.5283715533715,60
2015-10-27 17:34:58,kubernetes/kubernetes,270,28,24,640.7909666666666,960,487,67,38,839.0930634357762,158
2015-10-28 17:34:58,kubernetes/kubernetes,264,23,29,664.7909666666667,734,486,45,46,849.227916020672,131
2015-10-29 17:34:58,kubernetes/kubernetes,270,24,18,688.7909666666667,840,473,48,61,859.4552701500128,159
2015-10-30 17:34:58,kubernetes/kubernetes,271,26,25,712.7909666666667,845,476,55,52,873.6174296128708,173
2015-10-31 17:34:58,kubernetes/kubernetes,272,9,8,683.7889094650205,470,483,36,29,883.9093293739172,104
2015-11-01 17:34:58,kubernetes/kubernetes,273,2,1,707.7889094650205,70,480,4,7,907.9093293739172,6
2015-11-02 17:34:58,kubernetes/kubernetes,287,16,2,705.6958234126984,210,489,13,4,929.879948148148,76
2015-11-03 17:34:58,kubernetes/kubernetes,288,22,21,729.6958234126984,677,498,39,30,941.5724244639374,237
2015-11-04 17:34:58,kubernetes/kubernetes,300,24,12,753.6958234126984,579,509,34,23,953.21528018278,238
2015-11-05 17:34:58,kubernetes/kubernetes,309,23,14,777.6958234126984,782,519,40,30,973.0656369731802,174
2015-11-06 17:34:58,kubernetes/kubernetes,324,22,7,801.6958234126984,624,534,45,30,970.3207343349638,177
2015-11-07 17:34:58,kubernetes/kubernetes,328,17,13,825.6958234126984,495,545,31,20,986.222305959806,127
2015-11-08 17:34:58,kubernetes/kubernetes,334,10,4,849.6958234126984,151,546,8,7,1010.222305959806,32
2015-11-09 17:34:58,kubernetes/kubernetes,340,15,9,873.6958234126984,213,548,16,14,1027.918427456382,52
2015-11-10 17:34:58,kubernetes/kubernetes,337,14,17,897.6958234126984,439,555,29,22,1043.3560610200363,143
2015-11-11 17:34:58,kubernetes/kubernetes,357,27,7,921.6958234126984,501,560,28,23,1060.9176018329938,92
2015-11-12 17:34:58,kubernetes/kubernetes,365,22,14,945.6958234126984,648,553,25,32,1074.1446432571684,179
2015-11-13 17:34:58,kubernetes/kubernetes,379,23,9,936.8677681992336,595,561,34,26,1087.3595924817032,266
2015-11-14 17:34:58,kubernetes/kubernetes,384,17,12,929.4974629629628,582,586,40,15,1094.1444520846976,246
2015-11-15 17:34:58,kubernetes/kubernetes,393,9,0,953.4974629629628,132,589,6,3,1109.5293513103748,50
2015-11-16 17:34:58,kubernetes/kubernetes,396,8,5,977.4974629629628,368,599,18,8,1126.9866462101638,138
2015-11-17 17:34:58,kubernetes/kubernetes,407,27,16,969.854023297491,862,589,30,40,1150.9866462101638,405
2015-11-18 17:34:58,kubernetes/kubernetes,422,24,9,993.854023297491,949,616,42,15,1150.7162729285262,322
2015-11-19 17:34:58,kubernetes/kubernetes,444,34,12,1017.854023297491,808,608,30,38,1153.13830229671,291
2015-11-20 17:34:58,kubernetes/kubernetes,454,26,16,1041.854023297491,728,623,37,22,1162.1845894607843,289
2015-11-21 17:34:58,kubernetes/kubernetes,464,19,9,1065.854023297491,494,631,30,22,1175.5250080955273,195
2015-11-22 17:34:58,kubernetes/kubernetes,456,4,12,1089.854023297491,139,624,3,10,1197.3799025252524,39
2015-11-23 17:34:58,kubernetes/kubernetes,452,20,24,1113.8540232974913,359,625,18,17,1210.455433933934,101
2015-11-24 17:34:58,kubernetes/kubernetes,468,29,13,1137.854023297491,685,627,38,36,1225.75376118068,221
2015-11-25 17:34:58,kubernetes/kubernetes,471,16,13,1161.854023297491,689,640,40,27,1228.0227641085726,173
2015-11-26 17:34:58,kubernetes/kubernetes,484,22,9,1185.854023297491,606,654,34,20,1236.9484225501542,171
2015-11-27 17:34:58,kubernetes/kubernetes,490,16,10,1209.854023297491,381,656,25,23,1248.0548844979,54
2015-11-28 17:34:58,kubernetes/kubernetes,499,13,4,1233.854023297491,144,658,8,6,1265.5986457739791,48
2015-11-29 17:34:58,kubernetes/kubernetes,504,5,0,1257.854023297491,105,659,5,4,1283.1092644557823,4
2015-11-30 17:34:58,kubernetes/kubernetes,502,19,21,1281.854023297491,408,681,30,8,1296.1442013303354,104
2015-12-01 17:34:58,kubernetes/kubernetes,505,28,25,1305.854023297491,1714,666,58,73,1317.9295524691356,318
2015-12-02 17:34:58,kubernetes/kubernetes,496,19,28,1329.854023297491,1234,690,64,40,1326.446490109077,309
2015-12-03 17:34:58,kubernetes/kubernetes,500,34,30,1353.854023297491,862,692,40,38,1332.8480318372565,216
2015-12-04 17:34:58,kubernetes/kubernetes,507,25,18,1295.2772727272727,902,696,33,29,1350.2631540486566,275
2015-12-05 17:34:58,kubernetes/kubernetes,500,11,18,1319.2772727272727,519,699,22,19,1369.823114820847,182
2015-12-06 17:34:58,kubernetes/kubernetes,498,2,4,1343.2772727272727,152,690,4,13,1393.823114820847,15
2015-12-07 17:34:58,kubernetes/kubernetes,506,15,7,1367.2772727272727,383,707,27,10,1401.8950711218465,77
2015-12-08 17:34:58,kubernetes/kubernetes,511,20,15,1391.2772727272727,803,735,43,15,1410.1557046178343,258
2015-12-09 17:34:58,kubernetes/kubernetes,531,35,15,1374.237524509804,809,748,49,36,1418.492329833771,234
2015-12-10 17:34:58,kubernetes/kubernetes,537,20,14,1398.237524509804,969,754,51,45,1426.9596612149533,399
2015-12-11 17:34:58,kubernetes/kubernetes,553,27,11,1381.8234761904762,994,758,33,29,1442.0694375644996,293
2015-12-12 17:34:58,kubernetes/kubernetes,566,20,7,1330.34015015015,747,762,24,20,1459.384833076528,135
2015-12-13 17:34:58,kubernetes/kubernetes,566,6,6,1354.34015015015,443,764,5,3,1481.106446581197,21
2015-12-14 17:34:58,kubernetes/kubernetes,571,12,7,1378.34015015015,506,764,16,16,1493.711048346056,109
2015-12-15 17:34:58,kubernetes/kubernetes,554,21,38,1402.34015015015,723,757,34,41,1497.3356659973226,181
2015-12-16 17:34:58,kubernetes/kubernetes,565,23,12,1426.34015015015,707,758,27,26,1516.8229033199866,167
2015-12-17 17:34:58,kubernetes/kubernetes,577,34,22,1450.34015015015,803,738,37,57,1533.9719315728285,131
2015-12-18 17:34:58,kubernetes/kubernetes,589,18,6,1474.34015015015,595,762,40,16,1546.5101796900758,110
2015-12-25 17:34:58,kubernetes/kubernetes,641,101,49,1601.591418128655,2238,749,108,121,1653.756905952381,327
2016-01-01 17:34:58,kubernetes/kubernetes,667,48,22,1769.5914181286553,1260,772,65,42,1780.9384212769255,238
2016-01-02 17:34:58,kubernetes/kubernetes,667,2,2,1793.5914181286548,107,766,2,8,1804.9384212769253,7
2016-01-03 17:34:58,kubernetes/kubernetes,671,6,2,1817.5914181286548,79,768,4,2,1826.4108882698856,2
2016-01-04 17:34:58,kubernetes/kubernetes,672,8,7,1841.5914181286548,256,779,15,4,1840.1991374269005,33
2016-01-05 17:34:58,kubernetes/kubernetes,672,9,9,1865.5914181286548,616,778,20,21,1851.4048337918389,186
2016-01-06 17:34:58,kubernetes/kubernetes,678,22,16,1795.9601527777777,522,785,23,16,1870.317680231672,111
2016-01-07 17:34:58,kubernetes/kubernetes,679,8,7,1819.9601527777777,518,799,24,10,1886.576937613844,199
2016-01-08 17:34:58,kubernetes/kubernetes,685,15,9,1843.9601527777777,617,812,33,20,1900.2470803140093,178
2016-01-09 17:34:58,kubernetes/kubernetes,690,12,7,1822.866876693767,415,822,17,7,1921.640492612694,156
2016-01-10 17:34:58,kubernetes/kubernetes,686,4,8,1846.866876693767,172,827,8,3,1937.813323198198,34
2016-01-11 17:34:58,kubernetes/kubernetes,691,12,7,1870.866876693767,298,829,12,10,1956.535700059898,30
2016-01-12 17:34:58,kubernetes/kubernetes,689,20,22,1894.866876693767,744,848,37,18,1956.991436972925,175
2016-01-13 17:34:58,kubernetes/kubernetes,705,32,16,1918.866876693767,753,857,36,27,1973.1613314176243,260
2016-01-14 17:34:58,kubernetes/kubernetes,721,24,8,1896.951765873016,580,862,28,23,1984.1039884350755,167
2016-01-15 17:34:58,kubernetes/kubernetes,726,15,10,1834.4619949494952,487,859,31,34,1997.6307874617733,100
2016-01-16 17:34:58,kubernetes/kubernetes,735,23,14,1817.547166666667,472,880,35,14,1998.2517641767413,102
2016-01-17 17:34:58,kubernetes/kubernetes,735,6,6,1841.547166666667,196,867,3,16,2019.6643736524363,13
2016-01-18 17:34:58,kubernetes/kubernetes,740,8,3,1865.547166666667,318,877,17,7,2041.0285113407976,66
2016-01-19 17:34:58,kubernetes/kubernetes,748,14,6,1889.547166666667,362,894,17,0,2049.260934472935,81
2016-01-20 17:34:58,kubernetes/kubernetes,759,17,6,1913.547166666667,750,907,29,16,2068.003395851094,231
2016-01-21 17:34:58,kubernetes/kubernetes,762,18,15,1937.547166666667,881,918,35,24,2068.360263379688,168
2016-01-22 17:34:58,kubernetes/kubernetes,743,22,41,1919.2678562801927,876,909,49,58,2068.967761805556,149
2016-01-23 17:34:58,kubernetes/kubernetes,740,24,27,1943.2678562801927,811,923,37,23,2069.850785263013,118
2016-01-24 17:34:58,kubernetes/kubernetes,742,4,2,1967.2678562801927,159,929,7,1,2091.268056927297,5
2016-01-25 17:34:58,kubernetes/kubernetes,745,13,10,1991.2678562801927,356,931,13,11,2112.6823362789423,73
2016-01-26 17:34:58,kubernetes/kubernetes,744,23,24,1972.546838061466,942,945,45,31,2115.9418213268214,198
2016-01-27 17:34:58,kubernetes/kubernetes,735,16,25,1955.4202546296287,841,955,40,30,2109.2446984891026,247
2016-01-28 17:34:58,kubernetes/kubernetes,748,27,14,1939.4764115646256,541,972,30,13,2120.5681937799045,163
2016-01-29 17:34:58,kubernetes/kubernetes,741,18,25,1963.4764115646256,1276,970,40,42,2116.9266404302766,153
2016-01-30 17:34:58,kubernetes/kubernetes,730,14,25,1987.4764115646256,703,955,24,39,2135.9307786938884,141
2016-01-31 17:34:58,kubernetes/kubernetes,722,6,14,1971.5061444444443,238,942,12,25,2154.880133176655,30
2016-02-01 17:34:58,kubernetes/kubernetes,733,34,23,1995.5061444444443,723,943,26,25,2176.323833137715,105
2016-02-02 17:34:58,kubernetes/kubernetes,738,38,33,1979.92862745098,1340,946,65,62,2185.044328865579,249
2016-02-03 17:34:58,kubernetes/kubernetes,747,29,20,2003.92862745098,1076,946,35,35,2193.7879835390945,260
2016-02-04 17:34:58,kubernetes/kubernetes,756,45,36,1952.1537735849056,1101,973,48,21,2200.098660543437,210
2016-02-05 17:34:58,kubernetes/kubernetes,747,25,34,1976.1537735849056,1375,983,50,40,2189.078397363465,277
2016-02-06 17:34:58,kubernetes/kubernetes,741,19,25,2000.1537735849056,764,968,28,43,2193.427304653478,135
2016-02-07 17:34:58,kubernetes/kubernetes,741,6,6,1986.986985596708,175,954,6,20,2214.954789025603,18
2016-02-08 17:34:58,kubernetes/kubernetes,750,14,5,2010.986985596708,406,958,24,20,2236.455954376164,66
2016-02-09 17:34:58,kubernetes/kubernetes,744,30,36,1998.3660808080808,999,969,55,44,2230.787290211932,298
2016-02-10 17:34:58,kubernetes/kubernetes,759,33,18,2022.3660808080808,834,958,37,48,2242.4685925316767,267
2016-02-11 17:34:58,kubernetes/kubernetes,770,46,35,2046.3660808080808,998,984,53,27,2242.047287900699,195
2016-02-12 17:34:58,kubernetes/kubernetes,757,40,53,2070.366080808081,930,1009,40,15,2249.060816289917,161
2016-02-13 17:34:58,kubernetes/kubernetes,747,20,30,2094.366080808081,704,1022,40,27,2258.592254307784,180
2016-02-14 17:34:58,kubernetes/kubernetes,745,3,5,2118.366080808081,252,1001,5,26,2280.165803359449,9
2016-02-15 17:34:58,kubernetes/kubernetes,755,22,12,2142.366080808081,401,1008,24,17,2294.3993144208034,39
2016-02-16 17:34:58,kubernetes/kubernetes,759,16,12,2127.6969593253966,494,1004,30,34,2306.194894179894,74
2016-02-17 17:34:58,kubernetes/kubernetes,765,30,24,2114.014819688109,1005,1027,50,27,2308.351453820172,183
2016-02-18 17:34:58,kubernetes/kubernetes,793,42,14,2138.014819688109,845,1045,38,20,2322.6749730340985,184
2016-02-19 17:34:58,kubernetes/kubernetes,795,41,39,2162.014819688109,1075,1050,40,35,2322.514613751148,218
2016-02-20 17:34:58,kubernetes/kubernetes,803,29,21,2148.680148467433,710,1042,31,39,2332.160495094684,103
2016-02-21 17:34:58,kubernetes/kubernetes,800,8,11,2172.680148467433,336,1037,11,16,2353.75941025641,10
2016-02-22 17:34:58,kubernetes/kubernetes,808,18,10,2159.6208898305085,451,1046,29,20,2360.885550746776,43
2016-02-23 17:34:58,kubernetes/kubernetes,808,33,33,2183.6208898305085,962,1050,44,40,2372.886655690645,252
2016-02-24 17:34:58,kubernetes/kubernetes,828,70,50,2171.049902777778,1115,1070,57,37,2377.6992328308206,192
2016-02-25 17:34:58,kubernetes/kubernetes,841,50,37,2058.7296961805555,1055,1073,50,47,2377.937120784964,151
2016-02-26 17:34:58,kubernetes/kubernetes,849,29,21,2050.71344017094,830,1084,41,30,2387.7722043631165,209
2016-02-27 17:34:58,kubernetes/kubernetes,832,27,44,2074.71344017094,756,1057,34,61,2392.954766928361,141
2016-02-28 17:34:58,kubernetes/kubernetes,840,11,3,2098.71344017094,306,1054,12,15,2405.22753499349,12
2016-02-29 17:34:58,kubernetes/kubernetes,853,17,4,2122.71344017094,394,1061,20,13,2424.5221992094434,24
2016-03-01 17:34:58,kubernetes/kubernetes,846,69,76,2114.481561447811,1690,1100,101,62,2432.014293051522,372
2016-03-02 17:34:58,kubernetes/kubernetes,847,49,48,2106.5661484245443,1173,1091,53,62,2453.65994331614,184
2016-03-03 17:34:58,kubernetes/kubernetes,851,32,28,2099.2619812091507,1004,1107,42,26,2451.722889952153,236
2016-03-04 17:34:58,kubernetes/kubernetes,842,35,44,2123.2619812091507,1051,1100,51,58,2450.1182246948656,212
2016-03-05 17:34:58,kubernetes/kubernetes,845,24,21,2116.4780233494366,724,1079,33,54,2462.555116504346,141
2016-03-06 17:34:58,kubernetes/kubernetes,848,12,9,2110.174384920635,243,1072,13,20,2472.690814849526,8
2016-03-07 17:34:58,kubernetes/kubernetes,854,17,11,2134.1743849206346,424,1071,22,23,2487.3760836186325,38
2016-03-08 17:34:58,kubernetes/kubernetes,866,26,14,2128.0320266040685,495,1072,22,21,2504.3943187461205,139
2016-03-09 17:34:58,kubernetes/kubernetes,871,20,15,2152.032026604069,505,1093,30,9,2512.1122890327883,163
2016-03-10 17:34:58,kubernetes/kubernetes,872,26,25,2176.032026604069,539,1102,25,16,2524.478852056476,148
2016-03-11 17:34:58,kubernetes/kubernetes,864,19,27,2200.032026604069,764,1110,37,29,2534.565798738299,81
2016-03-12 17:34:58,kubernetes/kubernetes,860,20,24,2224.032026604069,610,1099,25,36,2549.298590075021,89
2016-03-13 17:34:58,kubernetes/kubernetes,864,6,2,2248.032026604069,103,1107,10,2,2573.298590075021,16
2016-03-14 17:34:58,kubernetes/kubernetes,867,10,7,2272.032026604069,266,1110,11,8,2592.5907068407205,77
2016-03-15 17:34:58,kubernetes/kubernetes,867,26,26,2296.032026604069,632,1112,26,24,2614.2274949449,147
2016-03-16 17:34:58,kubernetes/kubernetes,874,31,24,2320.032026604069,723,1118,38,32,2626.322888234702,80
2016-03-17 17:34:58,kubernetes/kubernetes,886,25,13,2344.032026604069,558,1135,46,29,2631.350106414868,123
2016-03-18 17:34:58,kubernetes/kubernetes,868,36,54,2303.233892694064,520,1143,27,19,2645.886315710872,110
2016-03-19 17:34:58,kubernetes/kubernetes,882,26,12,2327.233892694064,466,1145,21,19,2665.131582438879,104
2016-03-20 17:34:58,kubernetes/kubernetes,885,9,6,2351.233892694064,122,1144,5,6,2689.131582438879,8
2016-03-21 17:34:58,kubernetes/kubernetes,890,15,10,2375.233892694064,236,1150,11,5,2710.715979296991,42
2016-03-22 17:34:58,kubernetes/kubernetes,910,28,8,2399.233892694064,729,1152,28,26,2720.202218765432,162
2016-03-23 17:34:58,kubernetes/kubernetes,924,27,13,2358.9541296296297,662,1152,19,19,2736.9305575256108,149
2016-03-24 17:34:58,kubernetes/kubernetes,942,29,11,2382.9541296296297,578,1158,20,14,2756.0745199115045,133
2016-03-25 17:34:58,kubernetes/kubernetes,953,27,16,2344.560746753247,588,1164,31,25,2772.7516144454253,139
2016-03-26 17:34:58,kubernetes/kubernetes,960,12,5,2338.420762108262,312,1172,16,8,2786.9703625525262,96
2016-03-27 17:34:58,kubernetes/kubernetes,963,5,2,2362.420762108262,124,1166,4,10,2808.51639059754,15
2016-03-28 17:34:58,kubernetes/kubernetes,965,7,5,2386.420762108262,125,1165,2,3,2830.0349482977267,55
2016-03-29 17:34:58,kubernetes/kubernetes,979,25,11,2379.935604781997,499,1184,26,7,2836.6551274966064,129
2016-03-30 17:34:58,kubernetes/kubernetes,999,27,7,2403.935604781997,494,1188,18,14,2855.693846544715,64
2016-03-31 17:34:58,kubernetes/kubernetes,1007,25,17,2427.935604781997,639,1193,17,12,2874.708651932367,85
2016-04-01 17:34:58,kubernetes/kubernetes,1045,49,11,2421.551378472222,1122,1202,41,32,2888.7120578182166,249
2016-04-02 17:34:58,kubernetes/kubernetes,1054,26,17,2445.551378472222,773,1207,41,36,2897.762780411877,97
2016-04-03 17:34:58,kubernetes/kubernetes,1058,6,2,2469.551378472222,199,1205,8,10,2916.773133486326,25
2016-04-04 17:34:58,kubernetes/kubernetes,1064,9,3,2493.551378472222,190,1216,11,0,2930.714096864875,44
2016-04-05 17:34:58,kubernetes/kubernetes,1080,24,8,2517.551378472222,646,1238,31,9,2939.6629709423587,165
2016-04-06 17:34:58,kubernetes/kubernetes,1087,28,21,2541.551378472222,637,1255,21,4,2946.1267957779664,203
2016-04-07 17:34:58,kubernetes/kubernetes,1091,23,19,2565.551378472222,757,1269,35,21,2957.626515812688,104
2016-04-08 17:34:58,kubernetes/kubernetes,1105,29,15,2557.677866941015,682,1292,37,14,2961.716933957868,113
2016-04-09 17:34:58,kubernetes/kubernetes,1103,12,14,2581.677866941015,372,1289,18,21,2980.746915131212,151
2016-04-10 17:34:58,kubernetes/kubernetes,1105,5,3,2605.677866941015,127,1288,1,2,3002.2477417480245,34
2016-04-11 17:34:58,kubernetes/kubernetes,1109,7,3,2629.677866941015,221,1287,6,7,3018.675693748841,136
2016-04-12 17:34:58,kubernetes/kubernetes,1117,19,11,2653.677866941015,576,1301,26,12,3040.157189324437,233
2016-04-13 17:34:58,kubernetes/kubernetes,1142,32,7,2645.2747899729,623,1318,32,15,3038.901910899734,260
2016-04-14 17:34:58,kubernetes/kubernetes,1146,26,22,2669.2747899729,727,1314,26,30,3057.8734613267275,153
2016-04-15 17:34:58,kubernetes/kubernetes,1169,40,17,2693.2747899729,792,1325,40,29,3061.76607442348,201
2016-04-16 17:34:58,kubernetes/kubernetes,1174,19,14,2717.2747899729,419,1321,21,25,3083.250662568306,135
2016-04-17 17:34:58,kubernetes/kubernetes,1170,2,6,2741.2747899729,230,1306,2,17,3107.250662568306,39
2016-04-18 17:34:58,kubernetes/kubernetes,1167,16,19,2765.2747899729,360,1304,12,14,3118.511684126984,88
2016-04-19 17:34:58,kubernetes/kubernetes,1178,31,20,2723.270532407408,814,1329,38,13,3127.256233188916,204
2016-04-20 17:34:58,kubernetes/kubernetes,1171,25,32,2747.270532407408,800,1319,32,42,3143.643542004322,188
