delta,interval_type,date_time (start),date_time (end)
24.0,high,2015-09-05 17:34:58+00:00,2015-09-06 17:34:58+00:00
24.0,high,2015-09-06 17:34:58+00:00,2015-09-07 17:34:58+00:00
24.0,high,2015-09-07 17:34:58+00:00,2015-09-08 17:34:58+00:00
24.0,high,2015-09-08 17:34:58+00:00,2015-09-09 17:34:58+00:00
24.0,high,2015-09-09 17:34:58+00:00,2015-09-10 17:34:58+00:00
24.0,high,2015-09-10 17:34:58+00:00,2015-09-11 17:34:58+00:00
24.0,high,2015-09-11 17:34:58+00:00,2015-09-12 17:34:58+00:00
24.0,high,2015-09-12 17:34:58+00:00,2015-09-13 17:34:58+00:00
24.0,high,2015-09-13 17:34:58+00:00,2015-09-14 17:34:58+00:00
24.0,high,2015-09-14 17:34:58+00:00,2015-09-15 17:34:58+00:00
24.0,high,2015-09-15 17:34:58+00:00,2015-09-16 17:34:58+00:00
24.0,high,2015-09-16 17:34:58+00:00,2015-09-17 17:34:58+00:00
24.0,high,2015-09-17 17:34:58+00:00,2015-09-18 17:34:58+00:00
24.0,high,2015-09-18 17:34:58+00:00,2015-09-19 17:34:58+00:00
24.0,high,2015-09-19 17:34:58+00:00,2015-09-20 17:34:58+00:00
24.0,high,2015-09-20 17:34:58+00:00,2015-09-21 17:34:58+00:00
24.0,high,2015-09-21 17:34:58+00:00,2015-09-22 17:34:58+00:00
24.0,high,2015-09-22 17:34:58+00:00,2015-09-23 17:34:58+00:00
24.0,high,2015-09-23 17:34:58+00:00,2015-09-24 17:34:58+00:00
24.0,high,2015-09-24 17:34:58+00:00,2015-09-25 17:34:58+00:00
24.0,high,2015-09-25 17:34:58+00:00,2015-09-26 17:34:58+00:00
24.0,high,2015-09-26 17:34:58+00:00,2015-09-27 17:34:58+00:00
24.0,high,2015-09-27 17:34:58+00:00,2015-09-28 17:34:58+00:00
24.0,high,2015-09-28 17:34:58+00:00,2015-09-29 17:34:58+00:00
24.0,high,2015-09-29 17:34:58+00:00,2015-09-30 17:34:58+00:00
24.0,high,2015-09-30 17:34:58+00:00,2015-10-01 17:34:58+00:00
24.0,high,2015-10-01 17:34:58+00:00,2015-10-02 17:34:58+00:00
24.0,high,2015-10-02 17:34:58+00:00,2015-10-03 17:34:58+00:00
24.0,high,2015-10-03 17:34:58+00:00,2015-10-04 17:34:58+00:00
24.0,high,2015-10-04 17:34:58+00:00,2015-10-05 17:34:58+00:00
24.0,high,2015-10-05 17:34:58+00:00,2015-10-06 17:34:58+00:00
24.0,high,2015-10-06 17:34:58+00:00,2015-10-07 17:34:58+00:00
24.0,high,2015-10-07 17:34:58+00:00,2015-10-08 17:34:58+00:00
24.0,high,2015-10-08 17:34:58+00:00,2015-10-09 17:34:58+00:00
24.0,high,2015-10-09 17:34:58+00:00,2015-10-10 17:34:58+00:00
24.0,high,2015-10-10 17:34:58+00:00,2015-10-11 17:34:58+00:00
24.0,high,2015-10-11 17:34:58+00:00,2015-10-12 17:34:58+00:00
24.0,high,2015-10-12 17:34:58+00:00,2015-10-13 17:34:58+00:00
24.0,high,2015-10-13 17:34:58+00:00,2015-10-14 17:34:58+00:00
24.0,high,2015-10-14 17:34:58+00:00,2015-10-15 17:34:58+00:00
24.0,high,2015-10-15 17:34:58+00:00,2015-10-16 17:34:58+00:00
24.0,high,2015-10-16 17:34:58+00:00,2015-10-17 17:34:58+00:00
24.0,high,2015-10-17 17:34:58+00:00,2015-10-18 17:34:58+00:00
24.0,high,2015-10-18 17:34:58+00:00,2015-10-19 17:34:58+00:00
24.0,high,2015-10-19 17:34:58+00:00,2015-10-20 17:34:58+00:00
24.0,high,2015-10-20 17:34:58+00:00,2015-10-21 17:34:58+00:00
24.0,high,2015-10-21 17:34:58+00:00,2015-10-22 17:34:58+00:00
24.0,high,2015-10-22 17:34:58+00:00,2015-10-23 17:34:58+00:00
24.0,high,2015-10-23 17:34:58+00:00,2015-10-24 17:34:58+00:00
24.0,high,2015-10-24 17:34:58+00:00,2015-10-25 17:34:58+00:00
24.0,high,2015-10-25 17:34:58+00:00,2015-10-26 17:34:58+00:00
24.0,high,2015-10-26 17:34:58+00:00,2015-10-27 17:34:58+00:00
24.0,high,2015-10-27 17:34:58+00:00,2015-10-28 17:34:58+00:00
24.0,high,2015-10-28 17:34:58+00:00,2015-10-29 17:34:58+00:00
24.0,high,2015-10-29 17:34:58+00:00,2015-10-30 17:34:58+00:00
24.0,high,2015-10-30 17:34:58+00:00,2015-10-31 17:34:58+00:00
24.0,high,2015-10-31 17:34:58+00:00,2015-11-01 17:34:58+00:00
24.0,high,2015-11-01 17:34:58+00:00,2015-11-02 17:34:58+00:00
24.0,high,2015-11-02 17:34:58+00:00,2015-11-03 17:34:58+00:00
24.0,high,2015-11-03 17:34:58+00:00,2015-11-04 17:34:58+00:00
24.0,high,2015-11-04 17:34:58+00:00,2015-11-05 17:34:58+00:00
24.0,high,2015-11-05 17:34:58+00:00,2015-11-06 17:34:58+00:00
24.0,high,2015-11-06 17:34:58+00:00,2015-11-07 17:34:58+00:00
24.0,high,2015-11-07 17:34:58+00:00,2015-11-08 17:34:58+00:00
24.0,high,2015-11-08 17:34:58+00:00,2015-11-09 17:34:58+00:00
24.0,high,2015-11-09 17:34:58+00:00,2015-11-10 17:34:58+00:00
24.0,high,2015-11-10 17:34:58+00:00,2015-11-11 17:34:58+00:00
24.0,high,2015-11-11 17:34:58+00:00,2015-11-12 17:34:58+00:00
24.0,high,2015-11-12 17:34:58+00:00,2015-11-13 17:34:58+00:00
24.0,high,2015-11-13 17:34:58+00:00,2015-11-14 17:34:58+00:00
24.0,high,2015-11-14 17:34:58+00:00,2015-11-15 17:34:58+00:00
24.0,high,2015-11-15 17:34:58+00:00,2015-11-16 17:34:58+00:00
24.0,high,2015-11-16 17:34:58+00:00,2015-11-17 17:34:58+00:00
24.0,high,2015-11-17 17:34:58+00:00,2015-11-18 17:34:58+00:00
24.0,high,2015-11-18 17:34:58+00:00,2015-11-19 17:34:58+00:00
24.0,high,2015-11-19 17:34:58+00:00,2015-11-20 17:34:58+00:00
24.0,high,2015-11-20 17:34:58+00:00,2015-11-21 17:34:58+00:00
24.0,high,2015-11-21 17:34:58+00:00,2015-11-22 17:34:58+00:00
24.0,high,2015-11-22 17:34:58+00:00,2015-11-23 17:34:58+00:00
24.0,high,2015-11-23 17:34:58+00:00,2015-11-24 17:34:58+00:00
24.0,high,2015-11-24 17:34:58+00:00,2015-11-25 17:34:58+00:00
24.0,high,2015-11-25 17:34:58+00:00,2015-11-26 17:34:58+00:00
24.0,high,2015-11-26 17:34:58+00:00,2015-11-27 17:34:58+00:00
24.0,high,2015-11-27 17:34:58+00:00,2015-11-28 17:34:58+00:00
24.0,high,2015-11-28 17:34:58+00:00,2015-11-29 17:34:58+00:00
24.0,high,2015-11-29 17:34:58+00:00,2015-11-30 17:34:58+00:00
24.0,high,2015-11-30 17:34:58+00:00,2015-12-01 17:34:58+00:00
24.0,high,2015-12-01 17:34:58+00:00,2015-12-02 17:34:58+00:00
24.0,high,2015-12-02 17:34:58+00:00,2015-12-03 17:34:58+00:00
24.0,high,2015-12-03 17:34:58+00:00,2015-12-04 17:34:58+00:00
24.0,high,2015-12-04 17:34:58+00:00,2015-12-05 17:34:58+00:00
24.0,high,2015-12-05 17:34:58+00:00,2015-12-06 17:34:58+00:00
24.0,high,2015-12-06 17:34:58+00:00,2015-12-07 17:34:58+00:00
24.0,high,2015-12-07 17:34:58+00:00,2015-12-08 17:34:58+00:00
24.0,high,2015-12-08 17:34:58+00:00,2015-12-09 17:34:58+00:00
24.0,high,2015-12-09 17:34:58+00:00,2015-12-10 17:34:58+00:00
24.0,high,2015-12-10 17:34:58+00:00,2015-12-11 17:34:58+00:00
24.0,high,2015-12-11 17:34:58+00:00,2015-12-12 17:34:58+00:00
24.0,high,2015-12-12 17:34:58+00:00,2015-12-13 17:34:58+00:00
24.0,high,2015-12-13 17:34:58+00:00,2015-12-14 17:34:58+00:00
24.0,high,2015-12-14 17:34:58+00:00,2015-12-15 17:34:58+00:00
24.0,high,2015-12-15 17:34:58+00:00,2015-12-16 17:34:58+00:00
24.0,high,2015-12-16 17:34:58+00:00,2015-12-17 17:34:58+00:00
24.0,high,2015-12-17 17:34:58+00:00,2015-12-18 17:34:58+00:00
168.0,base,2015-12-18 17:34:58+00:00,2015-12-25 17:34:58+00:00
168.0,base,2015-12-25 17:34:58+00:00,2016-01-01 17:34:58+00:00
24.0,high,2016-01-01 17:34:58+00:00,2016-01-02 17:34:58+00:00
24.0,high,2016-01-02 17:34:58+00:00,2016-01-03 17:34:58+00:00
24.0,high,2016-01-03 17:34:58+00:00,2016-01-04 17:34:58+00:00
24.0,high,2016-01-04 17:34:58+00:00,2016-01-05 17:34:58+00:00
24.0,high,2016-01-05 17:34:58+00:00,2016-01-06 17:34:58+00:00
24.0,high,2016-01-06 17:34:58+00:00,2016-01-07 17:34:58+00:00
24.0,high,2016-01-07 17:34:58+00:00,2016-01-08 17:34:58+00:00
24.0,high,2016-01-08 17:34:58+00:00,2016-01-09 17:34:58+00:00
24.0,high,2016-01-09 17:34:58+00:00,2016-01-10 17:34:58+00:00
24.0,high,2016-01-10 17:34:58+00:00,2016-01-11 17:34:58+00:00
24.0,high,2016-01-11 17:34:58+00:00,2016-01-12 17:34:58+00:00
24.0,high,2016-01-12 17:34:58+00:00,2016-01-13 17:34:58+00:00
24.0,high,2016-01-13 17:34:58+00:00,2016-01-14 17:34:58+00:00
24.0,high,2016-01-14 17:34:58+00:00,2016-01-15 17:34:58+00:00
24.0,high,2016-01-15 17:34:58+00:00,2016-01-16 17:34:58+00:00
24.0,high,2016-01-16 17:34:58+00:00,2016-01-17 17:34:58+00:00
24.0,high,2016-01-17 17:34:58+00:00,2016-01-18 17:34:58+00:00
24.0,high,2016-01-18 17:34:58+00:00,2016-01-19 17:34:58+00:00
24.0,high,2016-01-19 17:34:58+00:00,2016-01-20 17:34:58+00:00
24.0,high,2016-01-20 17:34:58+00:00,2016-01-21 17:34:58+00:00
24.0,high,2016-01-21 17:34:58+00:00,2016-01-22 17:34:58+00:00
24.0,high,2016-01-22 17:34:58+00:00,2016-01-23 17:34:58+00:00
24.0,high,2016-01-23 17:34:58+00:00,2016-01-24 17:34:58+00:00
24.0,high,2016-01-24 17:34:58+00:00,2016-01-25 17:34:58+00:00
24.0,high,2016-01-25 17:34:58+00:00,2016-01-26 17:34:58+00:00
24.0,high,2016-01-26 17:34:58+00:00,2016-01-27 17:34:58+00:00
24.0,high,2016-01-27 17:34:58+00:00,2016-01-28 17:34:58+00:00
24.0,high,2016-01-28 17:34:58+00:00,2016-01-29 17:34:58+00:00
24.0,high,2016-01-29 17:34:58+00:00,2016-01-30 17:34:58+00:00
24.0,high,2016-01-30 17:34:58+00:00,2016-01-31 17:34:58+00:00
24.0,high,2016-01-31 17:34:58+00:00,2016-02-01 17:34:58+00:00
24.0,high,2016-02-01 17:34:58+00:00,2016-02-02 17:34:58+00:00
24.0,high,2016-02-02 17:34:58+00:00,2016-02-03 17:34:58+00:00
24.0,high,2016-02-03 17:34:58+00:00,2016-02-04 17:34:58+00:00
24.0,high,2016-02-04 17:34:58+00:00,2016-02-05 17:34:58+00:00
24.0,high,2016-02-05 17:34:58+00:00,2016-02-06 17:34:58+00:00
24.0,high,2016-02-06 17:34:58+00:00,2016-02-07 17:34:58+00:00
24.0,high,2016-02-07 17:34:58+00:00,2016-02-08 17:34:58+00:00
24.0,high,2016-02-08 17:34:58+00:00,2016-02-09 17:34:58+00:00
24.0,high,2016-02-09 17:34:58+00:00,2016-02-10 17:34:58+00:00
24.0,high,2016-02-10 17:34:58+00:00,2016-02-11 17:34:58+00:00
24.0,high,2016-02-11 17:34:58+00:00,2016-02-12 17:34:58+00:00
24.0,high,2016-02-12 17:34:58+00:00,2016-02-13 17:34:58+00:00
24.0,high,2016-02-13 17:34:58+00:00,2016-02-14 17:34:58+00:00
24.0,high,2016-02-14 17:34:58+00:00,2016-02-15 17:34:58+00:00
24.0,high,2016-02-15 17:34:58+00:00,2016-02-16 17:34:58+00:00
24.0,high,2016-02-16 17:34:58+00:00,2016-02-17 17:34:58+00:00
24.0,high,2016-02-17 17:34:58+00:00,2016-02-18 17:34:58+00:00
24.0,high,2016-02-18 17:34:58+00:00,2016-02-19 17:34:58+00:00
24.0,high,2016-02-19 17:34:58+00:00,2016-02-20 17:34:58+00:00
24.0,high,2016-02-20 17:34:58+00:00,2016-02-21 17:34:58+00:00
24.0,high,2016-02-21 17:34:58+00:00,2016-02-22 17:34:58+00:00
24.0,high,2016-02-22 17:34:58+00:00,2016-02-23 17:34:58+00:00
24.0,high,2016-02-23 17:34:58+00:00,2016-02-24 17:34:58+00:00
24.0,high,2016-02-24 17:34:58+00:00,2016-02-25 17:34:58+00:00
24.0,high,2016-02-25 17:34:58+00:00,2016-02-26 17:34:58+00:00
24.0,high,2016-02-26 17:34:58+00:00,2016-02-27 17:34:58+00:00
24.0,high,2016-02-27 17:34:58+00:00,2016-02-28 17:34:58+00:00
24.0,high,2016-02-28 17:34:58+00:00,2016-02-29 17:34:58+00:00
24.0,high,2016-02-29 17:34:58+00:00,2016-03-01 17:34:58+00:00
24.0,high,2016-03-01 17:34:58+00:00,2016-03-02 17:34:58+00:00
24.0,high,2016-03-02 17:34:58+00:00,2016-03-03 17:34:58+00:00
24.0,high,2016-03-03 17:34:58+00:00,2016-03-04 17:34:58+00:00
24.0,high,2016-03-04 17:34:58+00:00,2016-03-05 17:34:58+00:00
24.0,high,2016-03-05 17:34:58+00:00,2016-03-06 17:34:58+00:00
24.0,high,2016-03-06 17:34:58+00:00,2016-03-07 17:34:58+00:00
24.0,high,2016-03-07 17:34:58+00:00,2016-03-08 17:34:58+00:00
24.0,high,2016-03-08 17:34:58+00:00,2016-03-09 17:34:58+00:00
24.0,high,2016-03-09 17:34:58+00:00,2016-03-10 17:34:58+00:00
24.0,high,2016-03-10 17:34:58+00:00,2016-03-11 17:34:58+00:00
24.0,high,2016-03-11 17:34:58+00:00,2016-03-12 17:34:58+00:00
24.0,high,2016-03-12 17:34:58+00:00,2016-03-13 17:34:58+00:00
24.0,high,2016-03-13 17:34:58+00:00,2016-03-14 17:34:58+00:00
24.0,high,2016-03-14 17:34:58+00:00,2016-03-15 17:34:58+00:00
24.0,high,2016-03-15 17:34:58+00:00,2016-03-16 17:34:58+00:00
24.0,high,2016-03-16 17:34:58+00:00,2016-03-17 17:34:58+00:00
24.0,high,2016-03-17 17:34:58+00:00,2016-03-18 17:34:58+00:00
24.0,high,2016-03-18 17:34:58+00:00,2016-03-19 17:34:58+00:00
24.0,high,2016-03-19 17:34:58+00:00,2016-03-20 17:34:58+00:00
24.0,high,2016-03-20 17:34:58+00:00,2016-03-21 17:34:58+00:00
24.0,high,2016-03-21 17:34:58+00:00,2016-03-22 17:34:58+00:00
24.0,high,2016-03-22 17:34:58+00:00,2016-03-23 17:34:58+00:00
24.0,high,2016-03-23 17:34:58+00:00,2016-03-24 17:34:58+00:00
24.0,high,2016-03-24 17:34:58+00:00,2016-03-25 17:34:58+00:00
24.0,high,2016-03-25 17:34:58+00:00,2016-03-26 17:34:58+00:00
24.0,high,2016-03-26 17:34:58+00:00,2016-03-27 17:34:58+00:00
24.0,high,2016-03-27 17:34:58+00:00,2016-03-28 17:34:58+00:00
24.0,high,2016-03-28 17:34:58+00:00,2016-03-29 17:34:58+00:00
24.0,high,2016-03-29 17:34:58+00:00,2016-03-30 17:34:58+00:00
24.0,high,2016-03-30 17:34:58+00:00,2016-03-31 17:34:58+00:00
24.0,high,2016-03-31 17:34:58+00:00,2016-04-01 17:34:58+00:00
24.0,high,2016-04-01 17:34:58+00:00,2016-04-02 17:34:58+00:00
24.0,high,2016-04-02 17:34:58+00:00,2016-04-03 17:34:58+00:00
24.0,high,2016-04-03 17:34:58+00:00,2016-04-04 17:34:58+00:00
24.0,high,2016-04-04 17:34:58+00:00,2016-04-05 17:34:58+00:00
24.0,high,2016-04-05 17:34:58+00:00,2016-04-06 17:34:58+00:00
24.0,high,2016-04-06 17:34:58+00:00,2016-04-07 17:34:58+00:00
24.0,high,2016-04-07 17:34:58+00:00,2016-04-08 17:34:58+00:00
24.0,high,2016-04-08 17:34:58+00:00,2016-04-09 17:34:58+00:00
24.0,high,2016-04-09 17:34:58+00:00,2016-04-10 17:34:58+00:00
24.0,high,2016-04-10 17:34:58+00:00,2016-04-11 17:34:58+00:00
24.0,high,2016-04-11 17:34:58+00:00,2016-04-12 17:34:58+00:00
24.0,high,2016-04-12 17:34:58+00:00,2016-04-13 17:34:58+00:00
24.0,high,2016-04-13 17:34:58+00:00,2016-04-14 17:34:58+00:00
24.0,high,2016-04-14 17:34:58+00:00,2016-04-15 17:34:58+00:00
24.0,high,2016-04-15 17:34:58+00:00,2016-04-16 17:34:58+00:00
24.0,high,2016-04-16 17:34:58+00:00,2016-04-17 17:34:58+00:00
24.0,high,2016-04-17 17:34:58+00:00,2016-04-18 17:34:58+00:00
24.0,high,2016-04-18 17:34:58+00:00,2016-04-19 17:34:58+00:00
24.0,high,2016-04-19 17:34:58+00:00,2016-04-20 17:34:58+00:00
24.0,high,2016-04-20 17:34:58+00:00,2016-04-21 17:34:58+00:00
24.0,high,2016-04-21 17:34:58+00:00,2016-04-22 17:34:58+00:00
24.0,high,2016-04-22 17:34:58+00:00,2016-04-23 17:34:58+00:00
24.0,high,2016-04-23 17:34:58+00:00,2016-04-24 17:34:58+00:00
24.0,high,2016-04-24 17:34:58+00:00,2016-04-25 17:34:58+00:00
24.0,high,2016-04-25 17:34:58+00:00,2016-04-26 17:34:58+00:00
24.0,high,2016-04-26 17:34:58+00:00,2016-04-27 17:34:58+00:00
24.0,high,2016-04-27 17:34:58+00:00,2016-04-28 17:34:58+00:00
24.0,high,2016-04-28 17:34:58+00:00,2016-04-29 17:34:58+00:00
24.0,high,2016-04-29 17:34:58+00:00,2016-04-30 17:34:58+00:00
24.0,high,2016-04-30 17:34:58+00:00,2016-05-01 17:34:58+00:00
24.0,high,2016-05-01 17:34:58+00:00,2016-05-02 17:34:58+00:00
24.0,high,2016-05-02 17:34:58+00:00,2016-05-03 17:34:58+00:00
24.0,high,2016-05-03 17:34:58+00:00,2016-05-04 17:34:58+00:00
24.0,high,2016-05-04 17:34:58+00:00,2016-05-05 17:34:58+00:00
24.0,high,2016-05-05 17:34:58+00:00,2016-05-06 17:34:58+00:00
24.0,high,2016-05-06 17:34:58+00:00,2016-05-07 17:34:58+00:00
24.0,high,2016-05-07 17:34:58+00:00,2016-05-08 17:34:58+00:00
24.0,high,2016-05-08 17:34:58+00:00,2016-05-09 17:34:58+00:00
24.0,high,2016-05-09 17:34:58+00:00,2016-05-10 17:34:58+00:00
24.0,high,2016-05-10 17:34:58+00:00,2016-05-11 17:34:58+00:00
24.0,high,2016-05-11 17:34:58+00:00,2016-05-12 17:34:58+00:00
24.0,high,2016-05-12 17:34:58+00:00,2016-05-13 17:34:58+00:00
24.0,high,2016-05-13 17:34:58+00:00,2016-05-14 17:34:58+00:00
24.0,high,2016-05-14 17:34:58+00:00,2016-05-15 17:34:58+00:00
24.0,high,2016-05-15 17:34:58+00:00,2016-05-16 17:34:58+00:00
24.0,high,2016-05-16 17:34:58+00:00,2016-05-17 17:34:58+00:00
24.0,high,2016-05-17 17:34:58+00:00,2016-05-18 17:34:58+00:00
24.0,high,2016-05-18 17:34:58+00:00,2016-05-19 17:34:58+00:00
24.0,high,2016-05-19 17:34:58+00:00,2016-05-20 17:34:58+00:00
24.0,high,2016-05-20 17:34:58+00:00,2016-05-21 17:34:58+00:00
24.0,high,2016-05-21 17:34:58+00:00,2016-05-22 17:34:58+00:00
24.0,high,2016-05-22 17:34:58+00:00,2016-05-23 17:34:58+00:00
24.0,high,2016-05-23 17:34:58+00:00,2016-05-24 17:34:58+00:00
24.0,high,2016-05-24 17:34:58+00:00,2016-05-25 17:34:58+00:00
24.0,high,2016-05-25 17:34:58+00:00,2016-05-26 17:34:58+00:00
24.0,high,2016-05-26 17:34:58+00:00,2016-05-27 17:34:58+00:00
24.0,high,2016-05-27 17:34:58+00:00,2016-05-28 17:34:58+00:00
24.0,high,2016-05-28 17:34:58+00:00,2016-05-29 17:34:58+00:00
24.0,high,2016-05-29 17:34:58+00:00,2016-05-30 17:34:58+00:00
24.0,high,2016-05-30 17:34:58+00:00,2016-05-31 17:34:58+00:00
24.0,high,2016-05-31 17:34:58+00:00,2016-06-01 17:34:58+00:00
24.0,high,2016-06-01 17:34:58+00:00,2016-06-02 17:34:58+00:00
24.0,high,2016-06-02 17:34:58+00:00,2016-06-03 17:34:58+00:00
24.0,high,2016-06-03 17:34:58+00:00,2016-06-04 17:34:58+00:00
24.0,high,2016-06-04 17:34:58+00:00,2016-06-05 17:34:58+00:00
24.0,high,2016-06-05 17:34:58+00:00,2016-06-06 17:34:58+00:00
24.0,high,2016-06-06 17:34:58+00:00,2016-06-07 17:34:58+00:00
24.0,high,2016-06-07 17:34:58+00:00,2016-06-08 17:34:58+00:00
24.0,high,2016-06-08 17:34:58+00:00,2016-06-09 17:34:58+00:00
24.0,high,2016-06-09 17:34:58+00:00,2016-06-10 17:34:58+00:00
24.0,high,2016-06-10 17:34:58+00:00,2016-06-11 17:34:58+00:00
24.0,high,2016-06-11 17:34:58+00:00,2016-06-12 17:34:58+00:00
24.0,high,2016-06-12 17:34:58+00:00,2016-06-13 17:34:58+00:00
24.0,high,2016-06-13 17:34:58+00:00,2016-06-14 17:34:58+00:00
24.0,high,2016-06-14 17:34:58+00:00,2016-06-15 17:34:58+00:00
24.0,high,2016-06-15 17:34:58+00:00,2016-06-16 17:34:58+00:00
24.0,high,2016-06-16 17:34:58+00:00,2016-06-17 17:34:58+00:00
24.0,high,2016-06-17 17:34:58+00:00,2016-06-18 17:34:58+00:00
24.0,high,2016-06-18 17:34:58+00:00,2016-06-19 17:34:58+00:00
24.0,high,2016-06-19 17:34:58+00:00,2016-06-20 17:34:58+00:00
24.0,high,2016-06-20 17:34:58+00:00,2016-06-21 17:34:58+00:00
24.0,high,2016-06-21 17:34:58+00:00,2016-06-22 17:34:58+00:00
24.0,high,2016-06-22 17:34:58+00:00,2016-06-23 17:34:58+00:00
24.0,high,2016-06-23 17:34:58+00:00,2016-06-24 17:34:58+00:00
24.0,high,2016-06-24 17:34:58+00:00,2016-06-25 17:34:58+00:00
24.0,high,2016-06-25 17:34:58+00:00,2016-06-26 17:34:58+00:00
24.0,high,2016-06-26 17:34:58+00:00,2016-06-27 17:34:58+00:00
24.0,high,2016-06-27 17:34:58+00:00,2016-06-28 17:34:58+00:00
24.0,high,2016-06-28 17:34:58+00:00,2016-06-29 17:34:58+00:00
24.0,high,2016-06-29 17:34:58+00:00,2016-06-30 17:34:58+00:00
24.0,high,2016-06-30 17:34:58+00:00,2016-07-01 17:34:58+00:00
24.0,high,2016-07-01 17:34:58+00:00,2016-07-02 17:34:58+00:00
24.0,high,2016-07-02 17:34:58+00:00,2016-07-03 17:34:58+00:00
24.0,high,2016-07-03 17:34:58+00:00,2016-07-04 17:34:58+00:00
24.0,high,2016-07-04 17:34:58+00:00,2016-07-05 17:34:58+00:00
24.0,high,2016-07-05 17:34:58+00:00,2016-07-06 17:34:58+00:00
24.0,high,2016-07-06 17:34:58+00:00,2016-07-07 17:34:58+00:00
24.0,high,2016-07-07 17:34:58+00:00,2016-07-08 17:34:58+00:00
24.0,high,2016-07-08 17:34:58+00:00,2016-07-09 17:34:58+00:00
24.0,high,2016-07-09 17:34:58+00:00,2016-07-10 17:34:58+00:00
24.0,high,2016-07-10 17:34:58+00:00,2016-07-11 17:34:58+00:00
24.0,high,2016-07-11 17:34:58+00:00,2016-07-12 17:34:58+00:00
24.0,high,2016-07-12 17:34:58+00:00,2016-07-13 17:34:58+00:00
24.0,high,2016-07-13 17:34:58+00:00,2016-07-14 17:34:58+00:00
24.0,high,2016-07-14 17:34:58+00:00,2016-07-15 17:34:58+00:00
24.0,high,2016-07-15 17:34:58+00:00,2016-07-16 17:34:58+00:00
24.0,high,2016-07-16 17:34:58+00:00,2016-07-17 17:34:58+00:00
24.0,high,2016-07-17 17:34:58+00:00,2016-07-18 17:34:58+00:00
24.0,high,2016-07-18 17:34:58+00:00,2016-07-19 17:34:58+00:00
24.0,high,2016-07-19 17:34:58+00:00,2016-07-20 17:34:58+00:00
24.0,high,2016-07-20 17:34:58+00:00,2016-07-21 17:34:58+00:00
24.0,high,2016-07-21 17:34:58+00:00,2016-07-22 17:34:58+00:00
24.0,high,2016-07-22 17:34:58+00:00,2016-07-23 17:34:58+00:00
24.0,high,2016-07-23 17:34:58+00:00,2016-07-24 17:34:58+00:00
24.0,high,2016-07-24 17:34:58+00:00,2016-07-25 17:34:58+00:00
24.0,high,2016-07-25 17:34:58+00:00,2016-07-26 17:34:58+00:00
24.0,high,2016-07-26 17:34:58+00:00,2016-07-27 17:34:58+00:00
24.0,high,2016-07-27 17:34:58+00:00,2016-07-28 17:34:58+00:00
24.0,high,2016-07-28 17:34:58+00:00,2016-07-29 17:34:58+00:00
24.0,high,2016-07-29 17:34:58+00:00,2016-07-30 17:34:58+00:00
24.0,high,2016-07-30 17:34:58+00:00,2016-07-31 17:34:58+00:00
24.0,high,2016-07-31 17:34:58+00:00,2016-08-01 17:34:58+00:00
24.0,high,2016-08-01 17:34:58+00:00,2016-08-02 17:34:58+00:00
24.0,high,2016-08-02 17:34:58+00:00,2016-08-03 17:34:58+00:00
24.0,high,2016-08-03 17:34:58+00:00,2016-08-04 17:34:58+00:00
24.0,high,2016-08-04 17:34:58+00:00,2016-08-05 17:34:58+00:00
24.0,high,2016-08-05 17:34:58+00:00,2016-08-06 17:34:58+00:00
