date_time,record_id,act_on_bike,act_in_vehicle,act_still,loc_home_duration,loc_study_duration,loc_workout_duration,sleep_duration,unlock_num_ep_0,act_walking
2018-01-19,87d88cba80cd67d705f61405fbe40da9,,,1352.0,1010.0,90.0,180.0,510.0,47,88.0
2018-01-20,87d88cba80cd67d705f61405fbe40da9,,,1357.0,720.0,49.0,350.0,510.0,22,74.0
2018-01-21,87d88cba80cd67d705f61405fbe40da9,,,1342.0,830.0,320.0,150.0,495.0,43,98.0
2018-01-22,87d88cba80cd67d705f61405fbe40da9,,,1299.0,840.0,291.0,180.0,315.0,51,141.0
2018-01-23,87d88cba80cd67d705f61405fbe40da9,,,1344.0,720.0,140.0,190.0,585.0,47,96.0
2018-01-24,87d88cba80cd67d705f61405fbe40da9,,,1323.0,780.0,172.0,135.0,495.0,39,117.0
2018-01-25,87d88cba80cd67d705f61405fbe40da9,,,1327.0,770.0,270.0,164.0,540.0,39,113.0
2018-01-26,87d88cba80cd67d705f61405fbe40da9,,,1273.0,640.0,335.0,182.0,300.0,65,167.0
2018-01-27,87d88cba80cd67d705f61405fbe40da9,,,1214.0,780.0,230.0,70.0,345.0,66,226.0
2018-01-28,87d88cba80cd67d705f61405fbe40da9,,,1370.0,1000.0,130.0,140.0,540.0,62,70.0
2018-01-29,87d88cba80cd67d705f61405fbe40da9,,,1322.0,700.0,360.0,140.0,270.0,46,118.0
2018-01-30,87d88cba80cd67d705f61405fbe40da9,,,1363.0,150.0,180.0,253.0,600.0,39,77.0
2018-01-31,87d88cba80cd67d705f61405fbe40da9,,,1332.0,920.0,262.0,130.0,540.0,30,108.0
2018-02-01,87d88cba80cd67d705f61405fbe40da9,,,1343.0,830.0,190.0,201.0,540.0,50,97.0
2018-02-02,87d88cba80cd67d705f61405fbe40da9,,,1324.0,797.0,270.0,178.0,390.0,49,115.0
2018-02-03,87d88cba80cd67d705f61405fbe40da9,7.0,278.0,1043.0,580.0,,,450.0,56,112.0
2018-02-04,87d88cba80cd67d705f61405fbe40da9,,,1339.0,1160.0,,115.0,465.0,51,101.0
2018-02-05,87d88cba80cd67d705f61405fbe40da9,,,1360.0,980.0,200.0,180.0,360.0,52,80.0
2018-02-06,87d88cba80cd67d705f61405fbe40da9,,,1337.0,840.0,220.0,160.0,540.0,47,102.0
2018-02-07,87d88cba80cd67d705f61405fbe40da9,,,1314.0,740.0,431.0,135.0,405.0,47,126.0
2018-02-08,87d88cba80cd67d705f61405fbe40da9,,,1324.0,950.0,90.0,170.0,510.0,43,116.0
2018-02-09,87d88cba80cd67d705f61405fbe40da9,3.0,118.0,1225.0,201.0,,,465.0,37,85.0
2018-02-10,87d88cba80cd67d705f61405fbe40da9,,66.0,1219.0,880.0,220.0,90.0,465.0,68,154.0
2018-02-11,87d88cba80cd67d705f61405fbe40da9,,,1345.0,890.0,340.0,114.0,465.0,49,93.0
2018-02-12,87d88cba80cd67d705f61405fbe40da9,,,1302.0,795.0,197.0,169.0,480.0,31,138.0
2018-02-13,87d88cba80cd67d705f61405fbe40da9,,4.0,1343.0,980.0,60.0,155.0,480.0,45,93.0
2018-02-14,87d88cba80cd67d705f61405fbe40da9,,,1340.0,700.0,311.0,196.0,435.0,35,100.0
2018-02-15,87d88cba80cd67d705f61405fbe40da9,,,1339.0,722.0,300.0,185.0,540.0,43,101.0
2018-02-16,87d88cba80cd67d705f61405fbe40da9,,,1339.0,340.0,170.0,180.0,300.0,67,101.0
2018-02-17,87d88cba80cd67d705f61405fbe40da9,,,1355.0,540.0,130.0,144.0,630.0,40,85.0
2018-02-18,87d88cba80cd67d705f61405fbe40da9,,,1307.0,811.0,320.0,180.0,720.0,44,133.0
2018-02-19,87d88cba80cd67d705f61405fbe40da9,,,1340.0,150.0,240.0,180.0,525.0,29,99.0
2018-02-20,87d88cba80cd67d705f61405fbe40da9,,,1310.0,870.0,300.0,137.0,495.0,66,130.0
2018-02-21,87d88cba80cd67d705f61405fbe40da9,,,1292.0,780.0,80.0,226.0,525.0,34,148.0
2018-02-22,87d88cba80cd67d705f61405fbe40da9,,,1382.0,790.0,,180.0,525.0,37,58.0
2018-02-23,87d88cba80cd67d705f61405fbe40da9,,,1329.0,670.0,250.0,250.0,465.0,31,111.0
2018-02-24,87d88cba80cd67d705f61405fbe40da9,,19.0,1326.0,820.0,,361.0,510.0,33,87.0
2018-02-25,87d88cba80cd67d705f61405fbe40da9,,,1333.0,130.0,210.0,475.0,540.0,37,96.0
2018-02-26,87d88cba80cd67d705f61405fbe40da9,,,1306.0,990.0,200.0,,390.0,56,133.0
2018-02-27,87d88cba80cd67d705f61405fbe40da9,,,1350.0,780.0,160.0,150.0,555.0,35,90.0
2018-02-28,87d88cba80cd67d705f61405fbe40da9,,,1336.0,819.0,320.0,180.0,465.0,33,104.0
2018-03-01,87d88cba80cd67d705f61405fbe40da9,,,1368.0,866.0,210.0,199.0,615.0,43,72.0
2018-03-02,87d88cba80cd67d705f61405fbe40da9,,,1173.0,610.0,228.0,150.0,390.0,46,267.0
2018-03-03,87d88cba80cd67d705f61405fbe40da9,,,1270.0,196.0,240.0,110.0,630.0,47,170.0
2018-03-04,87d88cba80cd67d705f61405fbe40da9,,,1377.0,830.0,90.0,100.0,570.0,32,63.0
2018-03-05,87d88cba80cd67d705f61405fbe40da9,,,1305.0,600.0,350.0,197.0,420.0,32,135.0
2018-03-06,87d88cba80cd67d705f61405fbe40da9,,9.0,1280.0,600.0,100.0,151.0,495.0,40,151.0
2018-03-07,87d88cba80cd67d705f61405fbe40da9,,,1348.0,620.0,,160.0,480.0,46,92.0
2018-03-08,87d88cba80cd67d705f61405fbe40da9,,,1316.0,660.0,230.0,174.0,435.0,38,124.0
2018-03-09,87d88cba80cd67d705f61405fbe40da9,1.0,346.0,993.0,460.0,310.0,,225.0,22,77.0
2018-03-10,87d88cba80cd67d705f61405fbe40da9,,65.0,1192.0,,,,375.0,25,181.0
2018-03-11,87d88cba80cd67d705f61405fbe40da9,,74.0,1329.0,,,,615.0,17,37.0
2018-03-12,87d88cba80cd67d705f61405fbe40da9,,47.0,1325.0,,,,675.0,36,68.0
2018-03-13,87d88cba80cd67d705f61405fbe40da9,,45.0,1361.0,,,,630.0,12,32.0
2018-03-14,87d88cba80cd67d705f61405fbe40da9,,138.0,1274.0,,,,585.0,22,28.0
2018-03-15,87d88cba80cd67d705f61405fbe40da9,,90.0,1321.0,,,,585.0,16,29.0
2018-03-16,87d88cba80cd67d705f61405fbe40da9,,96.0,1211.0,,,,555.0,21,132.0
2018-03-17,87d88cba80cd67d705f61405fbe40da9,,76.0,1209.0,,,,525.0,27,155.0
2018-03-18,87d88cba80cd67d705f61405fbe40da9,,74.0,1154.0,,,,285.0,48,211.0
2018-03-19,87d88cba80cd67d705f61405fbe40da9,,,1280.0,,,,570.0,54,159.0
2018-03-20,87d88cba80cd67d705f61405fbe40da9,,14.0,1247.0,,,,525.0,48,178.0
2018-03-21,87d88cba80cd67d705f61405fbe40da9,,63.0,1189.0,,,,645.0,42,189.0
2018-03-22,87d88cba80cd67d705f61405fbe40da9,,118.0,1242.0,,,,465.0,34,80.0
2018-03-23,87d88cba80cd67d705f61405fbe40da9,,140.0,1144.0,,,,645.0,27,156.0
2018-03-24,87d88cba80cd67d705f61405fbe40da9,,291.0,1077.0,465.0,,140.0,420.0,17,72.0
2018-03-25,87d88cba80cd67d705f61405fbe40da9,,,1310.0,920.0,,152.0,660.0,34,130.0
2018-03-26,87d88cba80cd67d705f61405fbe40da9,,,1349.0,320.0,322.0,140.0,570.0,30,91.0
2018-03-27,87d88cba80cd67d705f61405fbe40da9,,,1378.0,900.0,240.0,230.0,375.0,31,62.0
2018-03-28,87d88cba80cd67d705f61405fbe40da9,,,1343.0,840.0,260.0,160.0,540.0,36,97.0
2018-03-29,87d88cba80cd67d705f61405fbe40da9,,,1359.0,850.0,330.0,163.0,405.0,45,81.0
2018-03-30,87d88cba80cd67d705f61405fbe40da9,,,1215.0,770.0,158.0,200.0,345.0,44,224.0
2018-03-31,87d88cba80cd67d705f61405fbe40da9,,,1277.0,480.0,210.0,127.0,510.0,40,163.0
2018-04-01,87d88cba80cd67d705f61405fbe40da9,,,1349.0,680.0,230.0,166.0,345.0,44,91.0
2018-04-02,87d88cba80cd67d705f61405fbe40da9,,,1322.0,800.0,190.0,170.0,495.0,41,118.0
2018-04-03,87d88cba80cd67d705f61405fbe40da9,,,1333.0,660.0,212.0,189.0,510.0,32,107.0
2018-04-04,87d88cba80cd67d705f61405fbe40da9,,,1267.0,550.0,470.0,95.0,420.0,30,169.0
2018-04-05,87d88cba80cd67d705f61405fbe40da9,,,1337.0,830.0,180.0,125.0,330.0,33,103.0
2018-04-06,87d88cba80cd67d705f61405fbe40da9,,,1328.0,190.0,200.0,147.0,495.0,30,112.0
2018-04-07,87d88cba80cd67d705f61405fbe40da9,,226.0,1074.0,550.0,,,465.0,38,140.0
2018-04-08,87d88cba80cd67d705f61405fbe40da9,,,1339.0,860.0,260.0,120.0,510.0,35,101.0
2018-04-09,87d88cba80cd67d705f61405fbe40da9,,,1361.0,1010.0,190.0,170.0,450.0,23,79.0
2018-04-10,87d88cba80cd67d705f61405fbe40da9,,,1351.0,840.0,310.0,240.0,555.0,22,89.0
2018-04-11,87d88cba80cd67d705f61405fbe40da9,,,1360.0,400.0,221.0,210.0,435.0,27,80.0
2018-04-12,87d88cba80cd67d705f61405fbe40da9,,,1288.0,800.0,201.0,181.0,450.0,26,152.0
2018-04-13,87d88cba80cd67d705f61405fbe40da9,,,1310.0,900.0,,347.0,525.0,24,130.0
2018-04-14,87d88cba80cd67d705f61405fbe40da9,,,1325.0,10.0,520.0,90.0,495.0,31,115.0
2018-04-15,87d88cba80cd67d705f61405fbe40da9,,52.0,1292.0,700.0,60.0,124.0,585.0,37,95.0
2018-04-16,87d88cba80cd67d705f61405fbe40da9,,,1314.0,750.0,440.0,82.0,465.0,31,126.0
2018-04-17,87d88cba80cd67d705f61405fbe40da9,,,1339.0,710.0,370.0,244.0,420.0,31,101.0
2018-04-18,87d88cba80cd67d705f61405fbe40da9,,,1302.0,820.0,293.0,130.0,420.0,33,138.0
2018-04-19,87d88cba80cd67d705f61405fbe40da9,,,1338.0,1170.0,,124.0,420.0,24,102.0
2018-04-20,87d88cba80cd67d705f61405fbe40da9,,,1339.0,760.0,130.0,132.0,495.0,30,101.0
2018-04-21,87d88cba80cd67d705f61405fbe40da9,3.0,225.0,1128.0,620.0,,,465.0,35,84.0
2018-04-22,87d88cba80cd67d705f61405fbe40da9,,,1355.0,750.0,330.0,70.0,495.0,26,85.0
2018-04-23,87d88cba80cd67d705f61405fbe40da9,,,1333.0,680.0,430.0,97.0,465.0,24,107.0
2018-04-24,87d88cba80cd67d705f61405fbe40da9,,,1341.0,600.0,330.0,223.0,540.0,31,99.0
2018-04-25,87d88cba80cd67d705f61405fbe40da9,,,1331.0,690.0,390.0,112.0,480.0,25,109.0
2018-04-26,87d88cba80cd67d705f61405fbe40da9,,,1247.0,750.0,180.0,150.0,660.0,27,193.0
2018-04-27,87d88cba80cd67d705f61405fbe40da9,,10.0,1334.0,780.0,130.0,120.0,450.0,31,97.0
2018-04-28,87d88cba80cd67d705f61405fbe40da9,,201.0,1164.0,510.0,,29.0,450.0,31,75.0
2018-04-29,87d88cba80cd67d705f61405fbe40da9,,,1338.0,690.0,330.0,100.0,465.0,34,102.0
2018-04-30,87d88cba80cd67d705f61405fbe40da9,,,1350.0,690.0,290.0,170.0,390.0,41,90.0
2018-05-01,87d88cba80cd67d705f61405fbe40da9,,,1328.0,830.0,230.0,224.0,390.0,32,112.0
2018-05-02,87d88cba80cd67d705f61405fbe40da9,,91.0,1244.0,550.0,260.0,161.0,375.0,33,105.0
2018-05-03,87d88cba80cd67d705f61405fbe40da9,,,1384.0,734.0,430.0,130.0,540.0,41,56.0
2018-05-04,87d88cba80cd67d705f61405fbe40da9,,10.0,1272.0,569.0,300.0,120.0,420.0,27,156.0
2018-05-05,87d88cba80cd67d705f61405fbe40da9,,21.0,1219.0,530.0,290.0,146.0,480.0,39,200.0
2018-05-06,87d88cba80cd67d705f61405fbe40da9,,,1136.0,540.0,310.0,140.0,450.0,34,304.0
2018-05-07,87d88cba80cd67d705f61405fbe40da9,,,1355.0,699.0,420.0,90.0,375.0,32,85.0
2018-05-08,87d88cba80cd67d705f61405fbe40da9,,,1351.0,620.0,450.0,195.0,240.0,31,89.0
2018-05-09,87d88cba80cd67d705f61405fbe40da9,,,1329.0,880.0,247.0,178.0,465.0,32,111.0
2018-05-10,87d88cba80cd67d705f61405fbe40da9,,,1322.0,850.0,180.0,116.0,525.0,44,118.0
2018-05-11,87d88cba80cd67d705f61405fbe40da9,,,1285.0,780.0,50.0,293.0,465.0,23,153.0
2018-05-12,87d88cba80cd67d705f61405fbe40da9,,,1235.0,670.0,290.0,50.0,585.0,31,192.0
2018-05-13,87d88cba80cd67d705f61405fbe40da9,,,1348.0,600.0,240.0,,420.0,34,92.0
2018-05-14,87d88cba80cd67d705f61405fbe40da9,,9.0,1325.0,650.0,390.0,107.0,510.0,27,106.0
2018-05-15,87d88cba80cd67d705f61405fbe40da9,,,1330.0,770.0,210.0,100.0,540.0,23,110.0
2018-05-16,87d88cba80cd67d705f61405fbe40da9,,,1347.0,660.0,210.0,110.0,645.0,27,93.0
2018-05-17,87d88cba80cd67d705f61405fbe40da9,,,1353.0,730.0,288.0,90.0,405.0,43,87.0
2018-05-18,87d88cba80cd67d705f61405fbe40da9,,,1115.0,595.0,140.0,110.0,405.0,70,322.0
2018-05-19,87d88cba80cd67d705f61405fbe40da9,,,1098.0,620.0,,,270.0,75,331.0
2018-05-20,87d88cba80cd67d705f61405fbe40da9,,,1287.0,590.0,320.0,100.0,360.0,34,153.0
2018-05-21,87d88cba80cd67d705f61405fbe40da9,,,1351.0,650.0,360.0,88.0,375.0,31,89.0
2018-05-22,87d88cba80cd67d705f61405fbe40da9,,10.0,1293.0,970.0,250.0,125.0,360.0,26,137.0
2018-05-23,87d88cba80cd67d705f61405fbe40da9,,,1331.0,660.0,455.0,74.0,435.0,25,109.0
2018-05-24,87d88cba80cd67d705f61405fbe40da9,,,1309.0,80.0,270.0,110.0,420.0,33,131.0
2018-05-25,87d88cba80cd67d705f61405fbe40da9,,1.0,1328.0,710.0,170.0,110.0,360.0,31,110.0
2018-05-26,87d88cba80cd67d705f61405fbe40da9,,11.0,1238.0,510.0,,120.0,525.0,28,190.0
2018-05-27,87d88cba80cd67d705f61405fbe40da9,,,1156.0,510.0,340.0,100.0,450.0,32,281.0
2018-05-28,87d88cba80cd67d705f61405fbe40da9,,,1299.0,650.0,150.0,120.0,495.0,29,141.0
2018-05-29,87d88cba80cd67d705f61405fbe40da9,,,1326.0,800.0,370.0,40.0,570.0,34,114.0
2018-05-30,87d88cba80cd67d705f61405fbe40da9,,,1332.0,980.0,,57.0,390.0,30,108.0
2018-05-31,87d88cba80cd67d705f61405fbe40da9,,,1348.0,590.0,199.0,130.0,330.0,28,92.0
2018-06-01,87d88cba80cd67d705f61405fbe40da9,,,1363.0,960.0,,92.0,465.0,30,77.0
2018-06-02,87d88cba80cd67d705f61405fbe40da9,,,1313.0,580.0,280.0,99.0,345.0,23,127.0
2018-06-03,87d88cba80cd67d705f61405fbe40da9,,,1250.0,800.0,130.0,,405.0,52,182.0
2018-06-04,87d88cba80cd67d705f61405fbe40da9,,298.0,846.0,377.0,,,300.0,39,294.0
2018-06-05,87d88cba80cd67d705f61405fbe40da9,,40.0,1376.0,1389.0,,,540.0,21,24.0
2018-06-06,87d88cba80cd67d705f61405fbe40da9,,46.0,1357.0,1310.0,,,585.0,29,37.0
2018-06-07,87d88cba80cd67d705f61405fbe40da9,,108.0,1211.0,639.0,,,555.0,23,121.0
2018-06-08,87d88cba80cd67d705f61405fbe40da9,,133.0,1232.0,254.0,,,570.0,9,74.0
2018-06-09,87d88cba80cd67d705f61405fbe40da9,,177.0,1110.0,790.0,,,435.0,29,154.0
2018-06-10,87d88cba80cd67d705f61405fbe40da9,,65.0,1271.0,320.0,,,495.0,16,104.0
2018-06-11,87d88cba80cd67d705f61405fbe40da9,,69.0,1245.0,540.0,,,630.0,18,126.0
2018-06-12,87d88cba80cd67d705f61405fbe40da9,,142.0,1253.0,168.0,,,540.0,11,44.0
2018-06-13,87d88cba80cd67d705f61405fbe40da9,,59.0,1327.0,,,,510.0,3,53.0
2018-06-14,87d88cba80cd67d705f61405fbe40da9,,246.0,1114.0,234.0,,,675.0,36,80.0
